Stellar Spectroscopy - HD 200389	
6314	8435.936523
6314.8	8332.893555
6315.6	8381.972656
6316.4	8390.59082
6317.2	8196.87207
6318	8060.461426
6318.8	8238.37207
6319.6	8315.385742
6320.4	8312.277344
6321.2	8364.391602
6322	8285.694336
6322.8	8321.009766
6323.6	8279.90625
6324.4	8218.111328
6325.2	8248.479492
6326	8327.441406
6326.8	8352.227539
6327.6	8358.046875
6328.4	8473.304688
6329.2	8415.010742
6330	8561.098633
6330.8	8361.636719
6331.6	8292.390625
6332.4	8294.5
6333.2	8313.973633
6334	8561.963867
6334.8	8406.268555
6335.6	8376.62207
6336.4	8443.083008
6337.2	8356.519531
6338	8210.166016
6338.8	8242.490234
6339.6	8549.098633
6340.4	8428.913086
6341.2	8268.208008
6342	8185.099121
6342.8	8321.037109
6343.6	8335.373047
6344.4	8277.949219
6345.2	8240.744141
6346	8102.87793
6346.8	7579.182617
6347.6	7495.352539
6348.4	8166.160645
6349.2	8458.101562
6350	8361.068359
6350.8	8481.75293
6351.6	8316.168945
6352.4	8293.414062
6353.2	8264.586914
6354	8336.799805
6354.8	8362.604492
6355.6	8240.113281
6356.4	8287.714844
6357.2	8361.81543
6358	8417.660156
6358.8	8400.746094
6359.6	8447.477539
6360.4	8383.84082
6361.2	8312.512695
6362	8356.639648
6362.8	8219.25
6363.6	8385.823242
6364.4	8423.301758
6365.2	8455.726562
6366	8581.061523
6366.8	8397.158203
6367.6	8377.413086
6368.4	8386.452148
6369.2	8488.393555
6370	8345.291992
6370.8	7927.279785
6371.6	7638.021484
6372.4	8058.271484
6373.2	8404.18457
6374	8334.171875
6374.8	8398.844727
6375.6	8464.381836
6376.4	8443.899414
6377.2	8371.873047
6378	8423.057617
6378.8	8525.69043
6379.6	8453.016602
6380.4	8356.84668
6381.2	8502.6875
6382	8476.446289
6382.8	8429.710938
6383.6	8350.970703
6384.4	8284.041016
6385.2	8234.212891
6386	8293.212891
6386.8	8498.90625
6387.6	8717.856445
6388.4	8524.829102
6389.2	8670.576172
6390	8418.022461
6390.8	8321.578125
6391.6	8423.783203
6392.4	8485.019531
6393.2	8403.870117
6394	8389.24707
6394.8	8430.100586
6395.6	8287.728516
6396.4	8365.942383
6397.2	8324.452148
6398	8379.259766
6398.8	8452.851562
6399.6	8429.723633
6400.4	8389.765625
6401.2	8466.926758
6402	8552.416016
6402.8	8412.319336
6403.6	8401.90625
6404.4	8320.69043
6405.2	8322.912109
6406	8498.075195
6406.8	8491.026367
6407.6	8386.525391
6408.4	8331.670898
6409.2	8275.396484
6410	8321.515625
6410.8	8560.188477
6411.6	8359.162109
6412.4	8474.161133
6413.2	8504.173828
6414	8435.625
6414.8	8468.232422
6415.6	8392.699219
6416.4	8502.301758
6417.2	8433.342773
6418	8522.972656
6418.8	8535.148438
6419.6	8617.71875
6420.4	8505.286133
6421.2	8674.788086
6422	8551.165039
6422.8	8690.136719
6423.6	8756.802734
6424.4	8515.022461
6425.2	8590.773438
6426	8415.555664
6426.8	8435.603516
6427.6	8554.834961
6428.4	8421.822266
6429.2	8431.014648
6430	8509.601562
6430.8	8615.898438
6431.6	8500.480469
6432.4	8182.091797
6433.2	8342.167969
6434	8451.820312
6434.8	8442.875
6435.6	8573.991211
6436.4	8431.762695
6437.2	8439.208008
6438	8518.09668
6438.8	8423.170898
6439.6	8509.475586
6440.4	8431.47168
6441.2	8380.817383
6442	8577.554688
6442.8	8370.154297
6443.6	8356.924805
6444.4	8398.719727
6445.2	8288.327148
6446	8265.890625
6446.8	8249.626953
6447.6	8413.460938
6448.4	8383.441406
6449.2	8328.702148
6450	8472.170898
6450.8	8417.054688
6451.6	8447.532227
6452.4	8355.786133
6453.2	8446.691406
6454	8475.957031
6454.8	8532.84082
6455.6	8296.327148
6456.4	8025.712402
6457.2	8286.638672
6458	8582.060547
6458.8	8455.484375
6459.6	8547.819336
6460.4	8453.236328
6461.2	8618.254883
6462	8540.326172
6462.8	8458.639648
6463.6	8414.951172
6464.4	8489.740234
6465.2	8405.950195
6466	8454.280273
6466.8	8456.05957
6467.6	8556.46582
6468.4	8438.914062
6469.2	8525.198242
6470	8558.024414
6470.8	8620.155273
6471.6	8557.548828
6472.4	8434.061523
6473.2	8482.633789
6474	8343.455078
6474.8	8506.106445
6475.6	8298.889648
6476.4	8375.861328
6477.2	8447.085938
6478	8527.946289
6478.8	8452.204102
6479.6	8426.801758
6480.4	8487.188477
6481.2	8357.915039
6482	8617.305664
6482.8	8555.28125
6483.6	8509.447266
6484.4	8369.977539
6485.2	8433.355469
6486	8549.783203
6486.8	8497.461914
6487.6	8457.830078
6488.4	8531.121094
6489.2	8536.359375
6490	8525.014648
6490.8	8486.963867
6491.6	8522.799805
6492.4	8610.712891
6493.2	8595.394531
6494	8604.064453
6494.8	8668.106445
6495.6	8591.519531
6496.4	8450.427734
6497.2	8508.786133
6498	8645.888672
6498.8	8662.668945
6499.6	8789.273438
6500.4	8642.746094
6501.2	8892.90625
6502	8860.886719
6502.8	8616.979492
6503.6	8730.552734
6504.4	8526.928711
6505.2	8489.598633
6506	8522.547852
6506.8	8568.027344
6507.6	8402.043945
6508.4	8485.700195
6509.2	8530.457031
6510	8328.964844
6510.8	8539.586914
6511.6	8621.251953
6512.4	8379.339844
6513.2	8438.474609
6514	8517.536133
6514.8	8407.336914
6515.6	8583.513672
6516.4	8409.423828
6517.2	8459.834961
6518	8601.261719
6518.8	8578.225586
6519.6	8466.931641
6520.4	8600.339844
6521.2	8534.793945
6522	8473.112305
6522.8	8512.813477
6523.6	8381.613281
6524.4	8453.25293
6525.2	8468.28418
6526	8439.639648
6526.8	8497.983398
6527.6	8398.482422
6528.4	8440.31543
6529.2	8489.46582
6530	8532.008789
6530.8	8681.286133
6531.6	8600.796875
6532.4	8482.871094
6533.2	8458.671875
6534	8518.490234
6534.8	8361.952148
6535.6	8502.393555
6536.4	8497.672852
6537.2	8263.998047
6538	8366.689453
6538.8	8382.46582
6539.6	8313.808594
6540.4	8325.889648
6541.2	8380.93457
6542	8233.255859
6542.8	8156.450684
6543.6	7955.686035
6544.4	8010.3125
6545.2	7924.172852
6546	7939.736816
6546.8	7898.227539
6547.6	7876.737793
6548.4	7717.754395
6549.2	7820.989746
6550	7763.752441
6550.8	7615.9375
6551.6	7496.331543
6552.4	7531.358887
6553.2	7231.380859
6554	7218.752441
6554.8	6920.241699
6555.6	6670.276367
6556.4	6595.506836
6557.2	6590.979492
6558	6174.539062
6558.8	5915.615234
6559.6	5631.539062
6560.4	5288.317871
6561.2	4920.339844
6562	4286.259277
6562.8	3334.875732
6563.6	3905.668213
6564.4	4783.082031
6565.2	5288.350098
6566	5462.640137
6566.8	5854.19043
6567.6	6058.982422
6568.4	6517.814941
6569.2	6653.787598
6570	6947.424805
6570.8	6959.969727
6571.6	7242
6572.4	7361.230957
6573.2	7545.979492
6574	7694.880371
6574.8	7917.423828
6575.6	8066.651367
6576.4	8146.477051
6577.2	8348.749023
6578	8118.188965
6578.8	8197.59082
6579.6	8194.745117
6580.4	8288.401367
6581.2	8372.807617
6582	8410.550781
6582.8	8569.250977
6583.6	8498.216797
6584.4	8463.80957
6585.2	8511.9375
6586	8522.03418
6586.8	8463.808594
6587.6	8514.438477
6588.4	8528.390625
6589.2	8609.938477
6590	8625.466797
6590.8	8495.042969
6591.6	8781.681641
6592.4	8545.431641
6593.2	8541.848633
6594	8634.776367
6594.8	8612.642578
6595.6	8734.482422
6596.4	8678.905273
6597.2	8692.810547
6598	8614.665039
6598.8	8446.110352
6599.6	8478.515625
6600.4	8407.328125
6601.2	8487.177734
6602	8524.762695
6602.8	8614.307617
6603.6	8643.894531
6604.4	8730.649414
6605.2	8553.133789
6606	8604.513672
6606.8	8629.974609
6607.6	8691.790039
6608.4	8726.708984
6609.2	8748.005859
6610	8708.256836
6610.8	8797.655273
6611.6	8780.632812
6612.4	8808.962891
6613.2	8824.142578
6614	8971.098633
6614.8	9151.493164
6615.6	9031.587891
6616.4	9053.124023
6617.2	9030.480469
6618	9097.352539
6618.8	8990.539062
6619.6	8995.894531
6620.4	9008.134766
6621.2	8776.132812
6622	8766.245117
6622.8	8800.84668
6623.6	8706.953125
6624.4	8828.901367
6625.2	8884.167969
6626	8762.342773
6626.8	8794.400391
6627.6	8923.302734
6628.4	8764.689453
6629.2	8805.682617
6630	8793.214844
6630.8	8931.731445
6631.6	8913.535156
6632.4	9054.199219
6633.2	8750.204102
6634	8972.306641
6634.8	8931.84668
6635.6	8797.704102
6636.4	9087.93457
6637.2	9055.553711
6638	8924.200195
6638.8	8947.334961
6639.6	8863.911133
6640.4	8855.054688
6641.2	8951.029297
6642	8992.415039
6642.8	9054.711914
6643.6	8996.204102
6644.4	8961.02832
6645.2	8801.828125
6646	8863.930664
6646.8	8886.521484
6647.6	8940.493164
6648.4	8869.291992
6649.2	8899.376953
6650	8931.024414
6650.8	9077.073242
6651.6	8996.867188
6652.4	8999.256836
6653.2	9067.504883
6654	9095.305664
6654.8	9220.392578
6655.6	9078.006836
6656.4	8993.557617
6657.2	9150.03418
6658	9005.210938
6658.8	9077.589844
6659.6	9180.46875
6660.4	8879.681641
6661.2	8928.542969
6662	8998.141602
6662.8	9044.673828
6663.6	9058.970703
6664.4	9090.075195
6665.2	9030.171875
6666	9153.988281
6666.8	9276.421875
6667.6	9183.959961
6668.4	8995.017578
6669.2	8929.795898
6670	8950.080078
6670.8	8968.908203
6671.6	9180.753906
6672.4	9118.205078
6673.2	8901.801758
6674	8793.962891
6674.8	8825.330078
6675.6	8830.864258
6676.4	8845.969727
6677.2	8787.520508
6678	8876.354492
6678.8	8958.998047
6679.6	8984.223633
6680.4	9142.359375
6681.2	9009.606445
6682	9065.931641
6682.8	9080.099609
6683.6	8962.411133
6684.4	8996.712891
6685.2	8989.461914
6686	8870.398438
6686.8	9006.178711
6687.6	9008.746094
6688.4	9004.921875
6689.2	8952.135742
6690	9034.654297
6690.8	9130.176758
6691.6	9160.208008
6692.4	9080.373047
6693.2	9003.269531
6694	9128.635742
6694.8	9151.411133
6695.6	9061.297852
6696.4	8923.667969
6697.2	8881.429688
6698	8841.512695
6698.8	8890.929688
6699.6	9037.411133
6700.4	8889.553711
6701.2	8825.132812
6702	8659.704102
6702.8	8807.205078
6703.6	8738.758789
6704.4	8803.726562
6705.2	8876.515625
6706	8822.647461
6706.8	8944.833008
6707.6	8951.436523
6708.4	9020.025391
6709.2	8974.667969
6710	8958.162109
6710.8	9036.589844
6711.6	8906.570312
6712.4	8883.155273
6713.2	8983.826172
6714	9116.614258
6714.8	9007.884766
6715.6	9043.952148
6716.4	8899.501953
6717.2	8904.539062
6718	9211.899414
6718.8	9185.989258
6719.6	8808.569336
6720.4	9069.380859
6721.2	8978.277344
6722	8898.037109
6722.8	8903.245117
6723.6	8980.456055
6724.4	8976.467773
6725.2	8963.943359
6726	8989.310547
6726.8	8974.144531
6727.6	8872.326172
6728.4	9033.195312
6729.2	9003.43457
6730	8995.623047
6730.8	9097.799805
6731.6	8959.524414
6732.4	9017.178711
6733.2	8826.068359
6734	8859.15625
6734.8	8801.475586
6735.6	8868.008789
6736.4	8839.064453
6737.2	8926.49707
6738	8928.017578
6738.8	8939.178711
6739.6	8893.592773
6740.4	8971.68457
6741.2	8859.970703
6742	8947.698242
6742.8	9053.435547
6743.6	9196.09082
6744.4	9234.587891
6745.2	8982.772461
6746	8984.967773
6746.8	9004.517578
6747.6	9059.547852
6748.4	8959.192383
6749.2	9061.150391
6750	9025.679688
6750.8	8991.28418
6751.6	9029.635742
6752.4	9062.241211
6753.2	9070.97168
6754	9142.783203
6754.8	9157.481445
6755.6	9141.024414
6756.4	9113.837891
6757.2	9049.71582
6758	8962.583984
6758.8	9009.419922
6759.6	9076.319336
6760.4	8925.972656
6761.2	8959.967773
6762	9072.038086
6762.8	8959.375
6763.6	8953.55957
6764.4	8972.807617
6765.2	8887.473633
6766	8866.023438
6766.8	8882.105469
6767.6	8932.524414
6768.4	9047.180664
6769.2	8797.098633
6770	8817.657227
6770.8	8852.87793
6771.6	9071.085938
6772.4	9021.757812
6773.2	9002.268555
6774	9103.319336
6774.8	9025.447266
6775.6	8994.5
6776.4	8968.686523
6777.2	9091.272461
6778	9065.844727
6778.8	9039.165039
6779.6	9007.009766
6780.4	9141.955078
6781.2	9037.981445
6782	9000.748047
6782.8	8956.348633
6783.6	8814.433594
6784.4	8945.848633
6785.2	8897.010742
6786	8826.244141
6786.8	8933.740234
6787.6	8792.056641
6788.4	8920.393555
6789.2	8733.390625
6790	8746.978516
6790.8	8725.743164
6791.6	8901.999023
6792.4	8877.162109
6793.2	9125.973633
6794	9264.074219
6794.8	9096.851562
6795.6	8978.387695
6796.4	9134.517578
6797.2	9129.398438
6798	9062.005859
6798.8	8958.854492
6799.6	8737.831055
6800.4	8895.945312
6801.2	8805.1875
6802	8773.209961
6802.8	8878.522461
6803.6	8790.167969
6804.4	8697.817383
6805.2	8861.860352
6806	8987.035156
6806.8	8973.995117
6807.6	8810.495117
6808.4	8869.524414
6809.2	8754.610352
6810	8721.175781
6810.8	8797.722656
6811.6	8885.439453
6812.4	8740.27832
6813.2	8711.974609
6814	8847.072266
6814.8	8718.722656
6815.6	8594.075195
6816.4	8765.299805
6817.2	8677.21582
6818	8753.067383
6818.8	8776.271484
6819.6	9045.858398
6820.4	8959.019531
6821.2	8849.635742
6822	8774.333984
6822.8	8829.097656
6823.6	8950.803711
6824.4	8904.621094
6825.2	8853.436523
6826	8910.244141
6826.8	8832.634766
6827.6	8666.975586
6828.4	8743.236328
6829.2	8715.488281
6830	8696.571289
6830.8	8739.700195
6831.6	8462.662109
6832.4	8661.237305
6833.2	8542.896484
6834	8730.144531
6834.8	8831.365234
6835.6	8759.341797
6836.4	8731.991211
6837.2	8961.865234
6838	8947.517578
6838.8	8979.135742
6839.6	8875.827148
6840.4	8824.588867
6841.2	8749.130859
6842	8710.540039
6842.8	8476.53418
6843.6	8550.449219
6844.4	8489.253906
6845.2	8471.541016
6846	8426.529297
6846.8	8338.066406
6847.6	8308.220703
6848.4	8250.446289
6849.2	8334.501953
6850	8409.882812
6850.8	8354.520508
6851.6	8221.977539
6852.4	8180.124023
6853.2	8158.630371
6854	8373.132812
6854.8	8459.641602
6855.6	8363.021484
6856.4	8447.598633
6857.2	8265.089844
6858	8310.654297
6858.8	8374.428711
6859.6	8293.533203
6860.4	8316.761719
6861.2	8359.918945
6862	8446.006836
6862.8	8433.59375
6863.6	8432.898438
6864.4	8481.860352
6865.2	8472.68457
6866	8447.575195
6866.8	7903.297852
6867.6	6346.585938
6868.4	5133
6869.2	5219.125488
6870	5873.613281
6870.8	5996.319336
6871.6	6028.14502
6872.4	6272.92334
6873.2	6238.646973
6874	6506.784668
6874.8	6509.017578
6875.6	6776.883301
6876.4	7035.913086
6877.2	7100.787598
6878	7404.711426
6878.8	7713.431641
6879.6	7537.910156
6880.4	7883.311035
6881.2	8381.482422
6882	8731.855469
6882.8	8603.026367
6883.6	8228.831055
6884.4	7956.032227
6885.2	8300.006836
6886	7667.410645
6886.8	7253.990723
6887.6	7889.559082
6888.4	8291.676758
6889.2	7612.88623
6890	7096.272461
6890.8	7844.296387
6891.6	8450.666992
6892.4	7608.079102
6893.2	7032.186035
6894	7469.127441
6894.8	8362.112305
6895.6	8037.277832
6896.4	7277.744629
6897.2	7014.210449
6898	7837.725586
6898.8	8458.833008
6899.6	8022.673828
6900.4	7205.48584
6901.2	7341.935059
6902	8151.187012
6902.8	8517.623047
6903.6	8236.775391
6904.4	7593.005859
6905.2	7282.839355
6906	7966.128418
6906.8	8453.917969
6907.6	8411.581055
6908.4	7824.132812
6909.2	7342.838867
6910	7623.53418
6910.8	8166.47998
6911.6	8367.352539
6912.4	8316.983398
6913.2	7972.365234
6914	7515.401855
6914.8	7888.512207
6915.6	8385.884766
6916.4	8572.753906
6917.2	8365.185547
6918	8210.260742
6918.8	7877.113281
6919.6	7903.659668
6920.4	8289.763672
6921.2	8457.300781
6922	8425.25293
6922.8	8185.025391
6923.6	7871.185547
6924.4	7747.69873
6925.2	8210.21875
6926	8413.086914
6926.8	8436.749023
6927.6	8193.867188
6928.4	8152.857422
6929.2	7882.68457
6930	7974.171875
6930.8	8393.319336
6931.6	8490.427734
6932.4	8393.155273
6933.2	8399.018555
6934	8294.910156
6934.8	8333.734375
6935.6	8373.975586
6936.4	8597.686523
6937.2	8591.700195
6938	8406.526367
6938.8	8596.047852
6939.6	8447.486328
6940.4	8208.666992
6941.2	8194.974609
6942	8287.743164
6942.8	8285.307617
6943.6	8285.023438
6944.4	8221.835938
6945.2	8336.646484
6946	8407.893555
6946.8	8262.860352
6947.6	8070.841797
6948.4	8153.384277
6949.2	8286.772461
6950	8329.462891
6950.8	8330.916016
6951.6	8300.708008
6952.4	8340.583008
6953.2	8396.414062
6954	8231.37793
6954.8	8309.109375
6955.6	8217.594727
6956.4	7951.979492
6957.2	7863.755371
6958	8290.979492
6958.8	8125.17627
6959.6	8098.191406
6960.4	8264.297852
6961.2	8035.587891
6962	8220.541992
6962.8	8555.635742
6963.6	8460.175781
6964.4	8392.00293
6965.2	8454.615234
6966	8481.711914
6966.8	8401.743164
6967.6	8401.772461
6968.4	8555.957031
6969.2	8480.439453
6970	8574.768555
6970.8	8600.692383
6971.6	8577.902344
6972.4	8704.367188
6973.2	8592.591797
6974	8531.119141
6974.8	8648.954102
6975.6	8652.462891
6976.4	8621.609375
6977.2	8612.1875
6978	8579.048828
6978.8	8552.615234
6979.6	8570.114258
6980.4	8435.892578
6981.2	8449.455078
6982	8291.552734
6982.8	8498.438477
6983.6	8354.152344
6984.4	8357.825195
6985.2	8270.259766
6986	8241.166016
6986.8	8254.817383
6987.6	8288.363281
6988.4	8305.920898
6989.2	8129.567383
6990	8236.493164
6990.8	8266.224609
6991.6	8463.96875
6992.4	8373.443359
6993.2	8202.021484
6994	8016.260742
6994.8	8049.837402
6995.6	8172.349609
6996.4	8366.759766
6997.2	8512.319336
6998	8478.329102
6998.8	8220.186523
6999.6	8457.918945
7000.4	8601.96582
7001.2	8328.694336
7002	8020.067871
7002.8	8301.482422
7003.6	8267.859375
7004.4	8006.654297
7005.2	7838.945312
7006	7942.384766
7006.8	8054.20459
7007.6	7992.195312
7008.4	8179.495605
7009.2	8201.970703
7010	8291.25293
7010.8	8180.934082
7011.6	8169.407715
7012.4	8278.576172
7013.2	8434.900391
7014	8520.99707
7014.8	8807.113281
7015.6	8554.769531
7016.4	8263.750977
7017.2	8362.945312
7018	8566.271484
7018.8	8654.229492
7019.6	8577.248047
7020.4	8616.90918
7021.2	8547.564453
7022	8522.249023
7022.8	8446.102539
7023.6	8261.126953
7024.4	8453.654297
7025.2	8581.610352
7026	8437.754883
7026.8	8352.820312
7027.6	7999.737305
7028.4	8183.242188
7029.2	8218.077148
7030	8213.347656
7030.8	8250.334961
7031.6	8237.275391
7032.4	8417.376953
7033.2	8320.144531
7034	8260.394531
7034.8	8262.307617
7035.6	8199.454102
7036.4	8247.435547
7037.2	8051.710938
7038	8030.445801
7038.8	8172.440918
7039.6	8042.490234
7040.4	7966.066406
7041.2	7956.938965
7042	7971.412109
7042.8	8095.038086
7043.6	8046.952637
7044.4	8026.023438
7045.2	8012.048828
7046	7983.528809
7046.8	8075.830566
7047.6	8174.817871
7048.4	7963.245605
7049.2	8009.770508
7050	8097.388184
7050.8	8044.4375
7051.6	8182.5
7052.4	8443.603516
7053.2	8520.298828
7054	8459.095703
7054.8	8603.608398
7055.6	8644.368164
7056.4	8490.988281
7057.2	8311.001953
7058	8360.751953
7058.8	8370.763672
7059.6	8359.696289
7060.4	8251.893555
7061.2	8175.234863
7062	8283.625977
7062.8	8192.308594
7063.6	8236.745117
7064.4	8278.96582
7065.2	8173.971191
7066	7992.159668
7066.8	7991.889648
7067.6	7911.203125
7068.4	8005.436035
7069.2	7884.327148
7070	8057.387695
7070.8	8043.205078
7071.6	8035.141113
7072.4	8055.536621
7073.2	8100.411621
7074	8036.727539
7074.8	8122.249023
7075.6	8268.095703
7076.4	8287.597656
7077.2	8356.305664
7078	8360.124023
7078.8	8331.782227
7079.6	8331.711914
7080.4	8270.393555
7081.2	8364.561523
7082	8467.583008
7082.8	8485.637695
7083.6	8486.189453
7084.4	8513.816406
7085.2	8429.510742
7086	8383.276367
7086.8	8405.917969
7087.6	8436.253906
7088.4	8275.349609
7089.2	8359.092773
7090	8447.357422
7090.8	8419.983398
7091.6	8287.042969
7092.4	8214.679688
7093.2	8034.980469
7094	8204.492188
7094.8	7989.269531
7095.6	8019.374512
7096.4	8018.007812
7097.2	7980.967285
7098	8022.97998
7098.8	7923.765137
7099.6	7841.525879
7100.4	7891.90625
7101.2	7903.327637
7102	7983.083496
7102.8	7911.395508
7103.6	7857.578125
7104.4	7970.584961
7105.2	7831.629883
7106	7814.444824
7106.8	7864.931152
7107.6	7874.125977
7108.4	7768.157227
7109.2	7868.345215
7110	7851.456543
7110.8	7892.250488
7111.6	7716.216309
7112.4	7698.620117
7113.2	7725.482422
7114	7787.044922
7114.8	7678.797363
7115.6	7721.342773
7116.4	7714.50293
7117.2	7744.037109
7118	7935.611328
7118.8	7964.984375
7119.6	7920.150879
7120.4	7946.832031
7121.2	7985.965332
7122	8046.506348
7122.8	7839.734375
7123.6	7826.556152
7124.4	7653.352051
7125.2	7689.927734
7126	7452.470215
7126.8	7464.678711
7127.6	7277.328613
7128.4	7462.060059
7129.2	7575.143555
7130	7544.132812
7130.8	7395.308105
7131.6	7284.282715
7132.4	7386.583984
7133.2	7546.104492
7134	7465.354492
7134.8	7472.720703
7135.6	7649.227051
7136.4	7571.365723
7137.2	7610.121582
7138	7715.216797
7138.8	7575.798828
7139.6	7691.441895
7140.4	7792.758301
7141.2	7887.683594
7142	7884.777344
7142.8	7726.922363
7143.6	7853.314941
7144.4	7852.509277
7145.2	7638.9375
7146	7754.703613
7146.8	7760.54541
7147.6	7680.916504
7148.4	7654.157227
7149.2	7753.356934
7150	7796.67041
7150.8	7703.316895
7151.6	7680.018555
7152.4	7648.956543
7153.2	7595.716309
7154	7682.285156
7154.8	7574.113281
7155.6	7424.820801
7156.4	7405.830078
7157.2	7418.722168
7158	7325.177246
7158.8	7037.431152
7159.6	7072.491699
7160.4	6992.880371
7161.2	7018.011719
7162	6875.467285
7162.8	6849.400879
7163.6	6787.812012
7164.4	6746.755859
7165.2	6839.796387
7166	7026.955078
7166.8	6811.805664
7167.6	6614.901367
7168.4	6434.587891
7169.2	6824.664062
7170	6811.161621
7170.8	6589.538574
7171.6	6863.598633
7172.4	6783.974121
7173.2	6421.22168
7174	6262.315918
7174.8	6778.206055
7175.6	6824.541016
7176.4	6600.056641
7177.2	6248.625977
7178	6047.260254
7178.8	6515.186523
7179.6	6784.924805
7180.4	6725.692871
7181.2	6550.179688
7182	5979.417969
7182.8	6395.428711
7183.6	6740.658203
7184.4	5878.715332
7185.2	5651.710938
7186	5867.975098
7186.8	5300.404785
7187.6	5203.749512
7188.4	5945.722168
7189.2	6206.795898
7190	6388.062988
7190.8	6281.358887
7191.6	5703.766602
7192.4	5610.535156
7193.2	5995.243164
7194	5808.318848
7194.8	5935.612305
7195.6	6145.557129
7196.4	6204.397461
7197.2	6143.923828
7198	5835.560059
7198.8	5833.186523
7199.6	5984.276367
7200.4	5446.907715
7201.2	4758.109863
7202	5064.276855
7202.8	5488.65332
7203.6	5454.257812
7204.4	5001.833008
7205.2	5218.167969
7206	5234.064941
7206.8	4902.91748
7207.6	5351.297363
7208.4	5668.6875
7209.2	5623.40625
7210	5493.132324
7210.8	5621.242188
7211.6	5551.331055
7212.4	5610.804199
7213.2	5718.474609
7214	5763.441895
7214.8	5836.817871
7215.6	5800.015137
7216.4	5655.167969
7217.2	5642.12207
7218	5721.904297
7218.8	5962.555664
7219.6	5910.256836
7220.4	5781.828613
7221.2	5840.800293
7222	5909.154297
7222.8	5766.041992
7223.6	5383.043945
7224.4	5307.328613
7225.2	5676.615234
7226	5722.803711
7226.8	5660.151855
7227.6	5487.590332
7228.4	5392.657227
7229.2	5593.983398
7230	5650.788086
7230.8	5654.495117
7231.6	5523.501953
7232.4	5324.138184
7233.2	4955.771484
7234	5119.417969
7234.8	4939.135742
7235.6	4884.350098
7236.4	5158.696777
7237.2	5326.268555
7238	5397.912109
7238.8	5401.956055
7239.6	5331.362305
7240.4	4972.019531
7241.2	4509.260742
7242	4994.347656
7242.8	5233.936035
7243.6	4740.285645
7244.4	4625.604004
7245.2	4902.792969
7246	4882.142578
7246.8	4851.307617
7247.6	4991.642578
7248.4	5031.599121
7249.2	5016.199219
