Stellar Spectroscopy - HD 199874	
6906	9797.51
6906.8	10138.24
6907.6	10366.1
6908.4	9770.8
6909.2	8967.87
6910	9252.97
6910.8	9966.39
6911.6	10181.89
6912.4	10099.43
6913.2	9338.5
6914	8949.13
6914.8	9531.86
6915.6	10056.41
6916.4	10012.46
6917.2	10118.46
6918	9609.76
6918.8	9194.97
6919.6	9653.76
6920.4	10355.26
6921.2	10232.84
6922	10363.48
6922.8	10175.06
6923.6	9607.63
6924.4	9478.18
6925.2	10045.23
6926	10128.06
6926.8	10265.16
6927.6	10289.7
6928.4	10160.13
6929.2	9848
6930	9874.82
6930.8	10419.29
6931.6	10295.74
6932.4	10159.4
6933.2	10136.47
6934	10030.84
6934.8	10073.98
6935.6	10293.97
6936.4	10529.61
6937.2	10549.89
6938	10110.18
6938.8	10323.49
6939.6	10122.72
6940.4	9934.11
6941.2	10124.62
6942	9984.28
6942.8	10093.92
6943.6	9890.69
6944.4	9737.55
6945.2	10126.24
6946	10194.52
6946.8	10109.94
6947.6	9754.9
6948.4	9904.8
6949.2	10085.09
6950	10006.58
6950.8	10078.58
6951.6	10289.17
6952.4	10392.15
6953.2	10241.97
6954	10232.2
6954.8	10340.29
6955.6	10073.68
6956.4	9876.19
6957.2	9843.05
6958	10393.68
6958.8	10325.33
6959.6	10052.13
6960.4	10257.57
6961.2	10172.45
6962	10262.61
6962.8	10465.54
6963.6	10323.07
6964.4	10159.87
6965.2	10165.98
6966	10437.62
6966.8	10412.78
6967.6	10571.13
6968.4	10510.37
6969.2	10674.34
6970	10583.89
6970.8	10494.59
6971.6	10621.26
6972.4	10711.12
6973.2	10643.75
6974	10617.68
6974.8	10582.52
6975.6	10433.87
6976.4	10314.17
6977.2	9949.06
6978	9750.15
6978.8	9846.79
6979.6	10089.49
6980.4	10071.81
6981.2	10180.91
6982	10077.51
6982.8	10174.73
6983.6	10178.44
6984.4	10213.66
6985.2	10063.05
6986	9969.54
6986.8	10102.5
6987.6	10246.89
6988.4	10246.14
6989.2	10148.65
6990	10381.46
6990.8	10469.9
6991.6	10329.83
6992.4	10334.92
6993.2	10009.41
6994	9806.7
6994.8	9933.93
6995.6	10014.61
6996.4	10108.92
6997.2	10081
6998	9964.15
6998.8	9542.06
6999.6	9636.48
7000.4	10117.15
7001.2	10290.81
7002	10345.62
7002.8	10123.01
7003.6	9829.98
7004.4	9455.71
7005.2	9079.96
7006	9518.03
7006.8	9615.6
7007.6	9827.47
7008.4	10042.9
7009.2	9969.42
7010	10047.03
7010.8	9891.58
7011.6	9882.2
7012.4	10198.84
7013.2	10513.34
7014	10445.63
7014.8	10439.05
7015.6	9749.51
7016.4	9482.36
7017.2	9886.8
7018	10450.42
7018.8	10638.69
7019.6	10462.86
7020.4	10382.36
7021.2	10171.78
7022	9985.06
7022.8	9811.85
7023.6	9832.25
7024.4	9976.03
7025.2	10370.59
7026	10314.64
7026.8	10103.86
7027.6	9865.19
7028.4	10062.32
7029.2	10289.28
7030	10288.67
7030.8	10308.26
7031.6	10339.55
7032.4	10359.16
7033.2	10253.38
7034	9942.32
7034.8	9994.68
7035.6	10298.67
7036.4	10168.61
7037.2	9769.57
7038	9704.96
7038.8	9945.39
7039.6	9959.55
7040.4	9922.12
7041.2	10022.59
7042	10026.74
7042.8	10068.66
7043.6	9857.56
7044.4	10023.56
7045.2	9914.22
7046	9867.86
7046.8	9903.85
7047.6	10093.36
7048.4	9813.8
7049.2	10031.75
7050	10131.55
7050.8	9944.47
7051.6	10265.79
7052.4	10151.74
7053.2	10249.73
7054	10681.7
7054.8	10675.41
7055.6	10669.26
7056.4	10769.85
7057.2	10667.31
7058	10506.37
7058.8	10318.63
7059.6	10212.56
7060.4	10270.69
7061.2	10124.05
7062	9891.9
7062.8	9963.31
7063.6	9847.85
7064.4	9660.1
7065.2	9587.31
7066	9659.29
7066.8	9601.61
7067.6	9420.82
7068.4	9670.8
7069.2	9853.33
7070	9922.89
7070.8	9921.3
7071.6	10058.03
7072.4	9959.01
7073.2	9943.17
7074	10049.61
7074.8	9980.88
7075.6	10229.63
7076.4	10174.11
7077.2	10178.88
7078	10209.66
7078.8	10071.85
7079.6	10211.45
7080.4	10267.53
7081.2	10512.76
7082	10817.87
7082.8	10596.11
7083.6	10398.54
7084.4	10304.95
7085.2	10344.25
7086	10388.88
7086.8	10303.86
7087.6	10220.88
7088.4	10146.1
7089.2	10212.82
7090	10067.41
7090.8	10314.06
7091.6	9971.63
7092.4	10039.65
7093.2	9988.17
7094	10066.42
7094.8	9768.05
7095.6	9724.91
7096.4	9732.68
7097.2	9793.62
7098	9772.54
7098.8	9765.65
7099.6	9759.33
7100.4	9837.12
7101.2	9680.2
7102	9698.7
7102.8	9727.65
7103.6	9656.48
7104.4	9712.5
7105.2	9717.76
7106	9677.72
7106.8	9445.39
7107.6	9423.65
7108.4	9510.38
7109.2	9475.89
7110	9403.98
7110.8	9309.34
7111.6	9151.56
7112.4	9220.25
7113.2	9337.43
7114	9393.74
7114.8	9360.93
7115.6	9525.22
7116.4	9638.25
7117.2	9720.66
7118	9894.46
7118.8	9771.92
7119.6	9787.89
7120.4	9779.83
7121.2	9513.4
7122	9454.65
7122.8	9762.42
7123.6	9557.76
7124.4	9552.42
7125.2	9492.52
7126	9466.86
7126.8	9252.76
7127.6	9317.78
7128.4	9357.19
7129.2	9526.39
7130	8891.44
7130.8	8857.25
7131.6	9095.5
7132.4	8912.09
7133.2	9195.97
7134	9491.2
7134.8	9546.67
7135.6	9609.18
7136.4	9671.5
7137.2	9468.84
7138	9410.27
7138.8	9594.78
7139.6	9623.81
7140.4	9505.97
7141.2	9597.89
7142	9674.98
7142.8	9684.66
7143.6	9671.75
7144.4	9631.76
7145.2	9663.3
7146	9476.2
7146.8	9281.27
7147.6	8744.68
7148.4	9212.16
7149.2	9515.68
7150	9336.52
7150.8	9164.85
7151.6	9202.92
7152.4	9494.38
7153.2	9229.94
7154	9281.94
7154.8	9219.98
7155.6	9040.1
7156.4	9203.58
7157.2	9035.01
7158	9097.58
7158.8	8912.32
7159.6	8577.7
7160.4	8684.21
7161.2	8641.43
7162	8574.64
7162.8	8444.52
7163.6	7882.78
7164.4	7742.67
7165.2	8152.03
7166	8726.83
7166.8	8353.58
7167.6	8045.46
7168.4	8256.06
7169.2	8526.49
7170	8249.42
7170.8	8132.1
7171.6	8375.37
7172.4	8176.89
7173.2	7697.02
7174	7735.68
7174.8	8307.56
7175.6	8197.38
7176.4	7832.01
7177.2	7371.43
7178	7326.3
7178.8	8108.4
7179.6	8344.75
7180.4	8021.35
7181.2	7436.59
7182	7409.71
7182.8	8069.82
7183.6	8002.41
7184.4	6930.15
7185.2	6707.68
7186	6606.12
7186.8	5811.35
7187.6	6186.55
7188.4	7239.11
7189.2	7853.54
7190	8045.12
7190.8	7757.08
7191.6	6638.88
7192.4	6715
7193.2	6987.51
7194	6756.68
7194.8	7387.83
7195.6	7579.78
7196.4	7525.43
7197.2	7352.22
7198	7077.23
7198.8	7024.46
7199.6	7088.21
7200.4	6330.73
7201.2	5515.77
7202	6163.67
7202.8	6895.56
7203.6	6806.32
7204.4	6303.11
7205.2	6529.73
7206	6431.46
7206.8	5986.6
7207.6	6810.86
7208.4	6945.74
7209.2	6914.66
7210	6849.97
7210.8	7087.89
7211.6	7178.83
7212.4	7166.18
7213.2	7336.14
7214	7217.76
7214.8	7102.99
7215.6	7161.61
7216.4	7017.35
7217.2	6990.19
7218	7100.01
7218.8	7124.7
7219.6	7112.48
7220.4	7135.34
7221.2	7310.7
7222	7247.94
7222.8	6917.97
7223.6	6510.61
7224.4	6807.2
7225.2	7027.25
7226	7217.25
7226.8	6982.33
7227.6	6563.97
7228.4	6616.28
7229.2	6978.3
7230	7026.66
7230.8	6962.35
7231.6	6783.18
7232.4	6283.12
7233.2	5996.65
7234	6139.67
7234.8	5594.91
7235.6	5863.36
7236.4	6262.52
7237.2	6603.74
7238	6684.19
7238.8	6536.14
7239.6	6394.02
7240.4	5837.42
7241.2	5452.36
7242	6156.8
7242.8	6147.78
7243.6	5445.94
7244.4	5508.46
7245.2	5888.67
7246	5898.77
7246.8	5969.28
7247.6	6052.65
7248.4	6173.4
7249.2	6044.69
7250	5889.98
7250.8	6063.23
7251.6	6184.96
7252.4	5694.41
7253.2	5434.47
7254	5720.91
7254.8	6549.65
7255.6	6909.1
7256.4	7032.44
7257.2	6844.03
7258	6681.33
7258.8	6858.26
7259.6	7086.75
7260.4	6932.47
7261.2	6635.17
7262	6668.58
7262.8	6674.64
7263.6	6661.56
7264.4	6332.89
7265.2	5796.35
7266	5849
7266.8	6360.9
7267.6	6604.3
7268.4	6531.23
7269.2	6446.72
7270	6286.87
7270.8	6421.93
7271.6	6602.21
7272.4	6403.59
7273.2	6005.4
7274	6101.21
7274.8	6294.72
7275.6	6151.96
7276.4	6089.62
7277.2	5763.85
7278	5736.77
7278.8	6423.11
7279.6	6664.18
7280.4	6717.41
7281.2	6666.76
7282	6540.63
7282.8	6429.24
7283.6	6593.65
7284.4	6659.41
7285.2	6791.67
7286	6831.8
7286.8	6630.67
7287.6	5878.57
7288.4	5844.25
7289.2	6407.02
7290	6238.54
7290.8	5842.02
7291.6	6041.79
7292.4	6228.28
7293.2	6461.44
7294	6647.54
7294.8	6654.61
7295.6	6778.84
7296.4	7096.02
7297.2	7318.72
7298	7530.31
7298.8	7490.47
7299.6	7369.62
7300.4	7161.93
7301.2	7353.02
7302	7235.04
7302.8	6935.96
7303.6	6720.59
7304.4	6630.42
7305.2	7121.62
7306	7288.93
7306.8	7308.97
7307.6	7381.46
7308.4	7402.83
7309.2	7132.18
7310	6835.78
7310.8	7244.54
7311.6	7633.01
7312.4	7619.58
7313.2	7646.72
7314	7797.05
7314.8	7608.66
7315.6	7492.28
7316.4	7467.91
7317.2	7316.64
7318	7276.23
7318.8	6934.1
7319.6	7142.59
7320.4	7309.38
7321.2	7387.03
7322	7390.76
7322.8	7392.31
7323.6	7527.34
7324.4	7111.42
7325.2	6973.38
7326	7016.06
7326.8	7358.59
7327.6	7271.07
7328.4	7468.51
7329.2	7531.08
7330	7437.71
7330.8	7519.12
7331.6	7744.73
7332.4	7864.67
7333.2	7700.93
7334	7667.96
7334.8	7728.95
7335.6	7718.43
7336.4	7895.71
7337.2	8203.76
7338	8058.01
7338.8	8079.81
7339.6	8048.51
7340.4	8150.63
7341.2	8035.79
7342	8133.56
7342.8	8037.2
7343.6	7999.8
7344.4	7952.84
7345.2	7915.82
7346	7979.4
7346.8	7836.23
7347.6	7756.03
7348.4	7711.03
7349.2	7626.55
7350	7358.49
7350.8	7629.51
7351.6	7803.81
7352.4	7840.95
7353.2	7948.23
7354	7795.87
7354.8	7534.85
7355.6	7540.94
7356.4	7597.7
7357.2	7500.53
7358	7695.59
7358.8	7748.29
7359.6	7765.2
