Stellar Spectroscopy - BD-03 4630	
	
Date of Observation:	7/27/2010
Star Observed:	BD-03 4630
Spectral Class:	A4
	
Wavelength (A)	Intensity (Counts)
7211.6	2247.166504
7212.4	2258.264404
7213.2	2281.601562
7214	2281.570312
7214.8	2324.80542
7215.6	2300.878174
7216.4	2327.597656
7217.2	2269.041748
7218	2346.020264
7218.8	2318.395752
7219.6	2278.170166
7220.4	2375.085205
7221.2	2328.299072
7222	2310.31543
7222.8	2299.412842
7223.6	2192.11792
7224.4	2086.505371
7225.2	2243.250732
7226	2295.588379
7226.8	2296.739014
7227.6	2209.950439
7228.4	2221.180664
7229.2	2239.338623
7230	2314.979736
7230.8	2314.419678
7231.6	2224.248779
7232.4	2187.110352
7233.2	2096.957764
7234	2165.150879
7234.8	2100.688721
7235.6	2072.158447
7236.4	2136.782227
7237.2	2182.757568
7238	2165.489746
7238.8	2169.346436
7239.6	2127.709961
7240.4	2039.163696
7241.2	1926.479492
7242	2035.499268
7242.8	2084.615479
7243.6	1975.546509
7244.4	1939.30249
7245.2	2009.024658
7246	2007.894043
7246.8	2032.450439
7247.6	2076.822998
7248.4	2035.609741
7249.2	1994.884277
7250	1941.951904
7250.8	1968.870483
7251.6	2036.146118
7252.4	1945.55127
7253.2	1947.788696
7254	2032.723022
7254.8	2107.968994
7255.6	2204.644775
7256.4	2207.785889
7257.2	2217.157227
7258	2193.972656
7258.8	2260.785889
7259.6	2351.309082
7260.4	2323.354492
7261.2	2300.260254
7262	2304.939697
7262.8	2319.76123
7263.6	2213.846436
7264.4	2154.00415
7265.2	2034.943237
7266	2054.473145
7266.8	2050.439453
7267.6	2195.345459
7268.4	2219.409912
7269.2	2163.056152
7270	2136.759521
7270.8	2083.134033
7271.6	2211.212646
7272.4	2223.814697
7273.2	2156.853516
7274	2135.101318
7274.8	2225.04541
7275.6	2155.357666
7276.4	2125.332764
7277.2	2150.713623
7278	2116.505371
7278.8	2231.745361
7279.6	2227.849121
7280.4	2302.299561
7281.2	2338.197754
7282	2280.50293
7282.8	2402.043213
7283.6	2345.005127
7284.4	2363.83252
7285.2	2323.754883
7286	2273.788574
7286.8	2245.85376
7287.6	2120.971436
7288.4	2144.029541
7289.2	2162.231689
7290	2122.616455
7290.8	2079.364014
7291.6	2070.607666
7292.4	2166.621338
7293.2	2184.710693
7294	2185.371826
7294.8	2138.975342
7295.6	2170.708496
7296.4	2313.659424
7297.2	2337.278564
7298	2334.637695
7298.8	2345.76123
7299.6	2350.669434
7300.4	2379.701416
7301.2	2428.928955
7302	2384.595947
7302.8	2377.468018
7303.6	2291.973145
7304.4	2242.24292
7305.2	2353.034424
7306	2392.569824
7306.8	2412.570312
7307.6	2430.649902
7308.4	2391.21582
7309.2	2353.660889
7310	2304.401367
7310.8	2439.540039
7311.6	2494.946289
7312.4	2503.728271
7313.2	2503.012207
7314	2475.456299
7314.8	2480.781982
7315.6	2491.795166
7316.4	2551.287842
7317.2	2465.144531
7318	2431.558838
7318.8	2508.07251
7319.6	2461.695557
7320.4	2439.391357
7321.2	2428.397705
7322	2498.141602
7322.8	2536.926025
7323.6	2544.969727
7324.4	2497.193115
7325.2	2501.018799
7326	2560.526611
7326.8	2541.566406
7327.6	2496.438477
7328.4	2436.588623
7329.2	2499.182373
7330	2499.924561
7330.8	2522.938721
7331.6	2496.801514
7332.4	2537.507812
7333.2	2568.474609
7334	2556.061035
7334.8	2491.491211
7335.6	2567.997559
7336.4	2556.734863
7337.2	2537.760742
7338	2553.529297
7338.8	2600.014648
7339.6	2575.625732
7340.4	2630.605713
7341.2	2558.638916
7342	2558.544189
7342.8	2568.349365
7343.6	2598.762451
7344.4	2567.5354
7345.2	2666.811035
7346	2529.196045
7346.8	2521.167236
7347.6	2437.601318
7348.4	2419.916504
7349.2	2498.229736
7350	2479.477051
7350.8	2446.798096
7351.6	2520.926758
7352.4	2586.687744
7353.2	2606.592285
7354	2548.562744
7354.8	2527.457764
7355.6	2575.536133
7356.4	2526.225098
7357.2	2493.848145
7358	2491.953613
7358.8	2527.383057
7359.6	2495.436523
7360.4	2485.752686
7361.2	2504.433838
7362	2573.066162
7362.8	2603.386963
7363.6	2594.519775
7364.4	2567.669678
7365.2	2618.484863
7366	2552.462402
7366.8	2525.668457
7367.6	2606.949707
7368.4	2673.179688
7369.2	2544.012451
7370	2652.364258
7370.8	2716.50708
7371.6	2644.175537
7372.4	2684.958496
7373.2	2720.033691
7374	2650.622559
7374.8	2728.359131
7375.6	2661.145752
7376.4	2664.852295
7377.2	2710.631836
7378	2697.041992
7378.8	2737.730713
7379.6	2700.215088
7380.4	2718.162354
7381.2	2767.544189
7382	2763.448242
7382.8	2700.852783
7383.6	2672.087646
7384.4	2753.798584
7385.2	2666.7854
7386	2696.621094
7386.8	2691.052734
7387.6	2618.866699
7388.4	2618.341553
7389.2	2625.315674
7390	2634.499268
7390.8	2573.319336
7391.6	2594.621094
7392.4	2729.867676
7393.2	2699.079834
7394	2644.645508
7394.8	2699.684082
7395.6	2667.47168
7396.4	2657.206299
7397.2	2695.046387
7398	2661.762451
7398.8	2703.280762
7399.6	2682.957031
7400.4	2640.450684
7401.2	2613.955078
7402	2567.050049
7402.8	2610.382812
7403.6	2561.282959
7404.4	2490.453369
7405.2	2487.943848
7406	2547.207031
7406.8	2552.100586
7407.6	2483.375
7408.4	2479.45459
7409.2	2496.492676
7410	2559.952393
7410.8	2547.656738
7411.6	2555.989014
7412.4	2655.822266
7413.2	2702.837402
7414	2668.921143
7414.8	2676.60083
7415.6	2673.555176
7416.4	2660.309814
7417.2	2637.522217
7418	2620.710938
7418.8	2699.831787
7419.6	2650.895752
7420.4	2579.609375
7421.2	2613.666748
7422	2655.041504
7422.8	2549.661133
7423.6	2602.24707
7424.4	2584.540527
7425.2	2612.976074
7426	2637.530273
7426.8	2754.334961
7427.6	2789.630371
7428.4	2756.810547
7429.2	2847.854248
7430	2766.348877
7430.8	2779.417969
7431.6	2744.648438
7432.4	2731.422363
7433.2	2761.065918
7434	2803.737061
7434.8	2685.408447
7435.6	2733.338135
7436.4	2686.157227
7437.2	2707.974365
7438	2630.119385
7438.8	2586.743896
7439.6	2573.256348
7440.4	2569.075928
7441.2	2511.016846
7442	2499.974609
7442.8	2509.960938
7443.6	2442.893555
7444.4	2459.479492
7445.2	2470.991699
7446	2485.036865
7446.8	2461.219238
7447.6	2551.094238
7448.4	2499.295654
7449.2	2613.89624
7450	2513.555908
7450.8	2554.275879
7451.6	2588.834229
7452.4	2593.578613
7453.2	2653.389893
7454	2658.838623
7454.8	2533.008545
7455.6	2586.810303
7456.4	2602.641846
7457.2	2611.059082
7458	2619.807861
7458.8	2688.697021
7459.6	2640.117676
7460.4	2639.713867
7461.2	2707.530518
7462	2701.437988
7462.8	2666.356445
7463.6	2685.036133
7464.4	2615.901855
7465.2	2606.324707
7466	2645.088135
7466.8	2597.819336
7467.6	2642.983154
7468.4	2621.840088
7469.2	2623.715332
7470	2695.09375
7470.8	2661.02417
7471.6	2646.903809
7472.4	2708.105957
7473.2	2721.428223
7474	2692.988281
7474.8	2709.843262
7475.6	2727.071045
7476.4	2737.413818
7477.2	2740.114014
7478	2774.094238
7478.8	2679.899902
7479.6	2759.092773
7480.4	2781.123779
7481.2	2774.709473
7482	2694.230957
7482.8	2720.414307
7483.6	2729.71875
7484.4	2801.428467
7485.2	2781.685059
7486	2762.868164
7486.8	2726.451904
7487.6	2730.046875
7488.4	2800.945801
7489.2	2776.797119
7490	2681.827148
7490.8	2686.711914
7491.6	2657.661133
7492.4	2581.848633
7493.2	2550.672363
7494	2507.216309
7494.8	2435.11499
7495.6	2495.085693
7496.4	2485.01709
7497.2	2512.249023
7498	2422.815918
7498.8	2410.945312
7499.6	2470.47168
7500.4	2437.503662
