Stellar Spectroscopy - HD 229258	
6272.4	1271.093262
6273.2	1200.48291
6274	1276.874268
6274.8	1285.875732
6275.6	1247.503662
6276.4	1200.716309
6277.2	1186.915894
6278	1092.310425
6278.8	1130.691162
6279.6	1181.814209
6280.4	1149.063721
6281.2	1128.472534
6282	1131.676025
6282.8	1059.118408
6283.6	1045.228027
6284.4	1065.267334
6285.2	1101.308472
6286	1173.940918
6286.8	1175.906006
6287.6	1197.425049
6288.4	1217.042969
6289.2	1216.833984
6290	1257.529541
6290.8	1222.161743
6291.6	1238.615479
6292.4	1203.664185
6293.2	1190.073853
6294	1254.157227
6294.8	1214.80249
6295.6	1227.042114
6296.4	1254.332031
6297.2	1307.54834
6298	1236.836914
6298.8	1216.530151
6299.6	1224.174561
6300.4	1230.314697
6301.2	1212.038208
6302	1223.637573
6302.8	1238.152222
6303.6	1209.838745
6304.4	1218.558716
6305.2	1250.674438
6306	1166.618042
6306.8	1224.383301
6307.6	1250.857422
6308.4	1209.334229
6309.2	1211.930664
6310	1279.189209
6310.8	1241.887207
6311.6	1247.946167
6312.4	1276.051025
6313.2	1280.478882
6314	1221.70752
6314.8	1244.96875
6315.6	1231.535278
6316.4	1238.587646
6317.2	1240.310303
6318	1225.202637
6318.8	1272.676025
6319.6	1237.368652
6320.4	1275.109497
6321.2	1291.942383
6322	1256.513794
6322.8	1191.850952
6323.6	1246.187256
6324.4	1204.189697
6325.2	1266.51123
6326	1281.25769
6326.8	1294.83313
6327.6	1253.740479
6328.4	1224.729126
6329.2	1252.413452
6330	1219.654907
6330.8	1286.033081
6331.6	1237.074707
6332.4	1274.442627
6333.2	1295.550415
6334	1222.101074
6334.8	1274.765503
6335.6	1259.589355
6336.4	1199.458374
6337.2	1243.844849
6338	1298.662598
6338.8	1281.53833
6339.6	1241.035156
6340.4	1225.786133
6341.2	1300.661255
6342	1270.728882
6342.8	1257.04834
6343.6	1285.939697
6344.4	1271.21228
6345.2	1303.498413
6346	1250.915527
6346.8	1285.865356
6347.6	1263.51355
6348.4	1269.135864
6349.2	1201.366455
6350	1242.555542
6350.8	1234.009888
6351.6	1249.146851
6352.4	1263.796387
6353.2	1249.466187
6354	1243.221924
6354.8	1264.881592
6355.6	1265.922363
6356.4	1196.719238
6357.2	1299.225342
6358	1220.498169
6358.8	1291.692993
6359.6	1270.333984
6360.4	1303.973633
6361.2	1266.455322
6362	1261.822021
6362.8	1296.972656
6363.6	1242.751587
6364.4	1316.163208
6365.2	1274.716309
6366	1292.564941
6366.8	1252.406982
6367.6	1268.128662
6368.4	1280.303955
6369.2	1261.123779
6370	1273.109985
6370.8	1292.619385
6371.6	1302.144165
6372.4	1284.715698
6373.2	1316.543335
6374	1284.658569
6374.8	1286.938232
6375.6	1279.347778
6376.4	1257.014771
6377.2	1283.968384
6378	1282.650757
6378.8	1288.571289
6379.6	1227.929321
6380.4	1261.638916
6381.2	1289.244019
6382	1259.301514
6382.8	1244.349976
6383.6	1275.7771
6384.4	1277.868896
6385.2	1312.081787
6386	1344.889893
6386.8	1353.695923
6387.6	1314.729126
6388.4	1250.913818
6389.2	1355.369995
6390	1358.473877
6390.8	1302.496826
6391.6	1295.380493
6392.4	1322.367065
6393.2	1289.874268
6394	1267.575317
6394.8	1305.847656
6395.6	1345.550415
6396.4	1343.719849
6397.2	1336.931274
6398	1335.478516
6398.8	1305.40332
6399.6	1299.413452
6400.4	1309.998169
6401.2	1282.42041
6402	1308.796265
6402.8	1296.504761
6403.6	1281.799927
6404.4	1310.601929
6405.2	1398.690308
6406	1309.591064
6406.8	1260.893066
6407.6	1316.520508
6408.4	1372.632935
6409.2	1324.285034
6410	1333.54187
6410.8	1312.007446
6411.6	1351.990234
6412.4	1323.01062
6413.2	1336.47583
6414	1285.533813
6414.8	1263.917969
6415.6	1312.692749
6416.4	1399.096802
6417.2	1339.490845
6418	1368.133545
6418.8	1364.099609
6419.6	1325.046021
6420.4	1288.200439
6421.2	1329.625977
6422	1316.605347
6422.8	1338.639404
6423.6	1324.118408
6424.4	1299.330933
6425.2	1324.932983
6426	1291.051636
6426.8	1374.154907
6427.6	1312.26062
6428.4	1281.104126
6429.2	1329.857422
6430	1331.653076
6430.8	1359.422852
6431.6	1322.795776
6432.4	1353.410156
6433.2	1308.003662
6434	1332.157227
6434.8	1319.644653
6435.6	1281.350464
6436.4	1313.789429
6437.2	1318.484985
6438	1308.19043
6438.8	1303.353149
6439.6	1296.362305
6440.4	1321.469482
6441.2	1304.477051
6442	1315.424194
6442.8	1362.575317
6443.6	1385.914795
6444.4	1397.898804
6445.2	1348.665649
6446	1338.499878
6446.8	1363.229858
6447.6	1366.464233
6448.4	1342.327637
6449.2	1335.54834
6450	1360.251099
6450.8	1350.161865
6451.6	1286.011475
6452.4	1369.223755
6453.2	1361.387451
6454	1304.073486
6454.8	1298.708374
6455.6	1280.889038
6456.4	1330.76355
6457.2	1355.900146
6458	1331.787354
6458.8	1356.418335
6459.6	1314.01416
6460.4	1296.503052
6461.2	1342.946411
6462	1354.175171
6462.8	1276.042603
6463.6	1307.763672
6464.4	1287.006836
6465.2	1298.764893
6466	1331.759399
6466.8	1337.081177
6467.6	1366.496948
6468.4	1313.939087
6469.2	1317.757812
6470	1325.927124
6470.8	1289.608276
6471.6	1278.535522
6472.4	1307.390381
6473.2	1382.731689
6474	1314.50708
6474.8	1357.323486
6475.6	1302.312256
6476.4	1367.264771
6477.2	1312.987549
6478	1332.619141
6478.8	1271.192017
6479.6	1351.636841
6480.4	1367.784424
6481.2	1346.133789
6482	1378.485596
6482.8	1359.106079
6483.6	1365.963501
6484.4	1353.449341
6485.2	1324.835083
6486	1327.788574
6486.8	1341.140503
6487.6	1353.639038
6488.4	1355.391968
6489.2	1355.503296
6490	1314.33252
6490.8	1298.482056
6491.6	1326.773804
6492.4	1279.355957
6493.2	1286.9552
6494	1297.265137
6494.8	1369.475586
6495.6	1320.830444
6496.4	1351.954956
6497.2	1374.908569
6498	1351.969482
6498.8	1416.171143
6499.6	1365.632446
6500.4	1409.575928
6501.2	1365.552368
6502	1385.501831
6502.8	1342.333374
6503.6	1354.5896
6504.4	1304.665649
6505.2	1355.593628
6506	1344.772949
6506.8	1335.879395
6507.6	1379.816895
6508.4	1372.25354
6509.2	1374.60376
6510	1402.432739
6510.8	1380.752441
6511.6	1363.411255
6512.4	1368.14502
6513.2	1379.916016
6514	1335.165161
6514.8	1272.239136
6515.6	1337.320801
6516.4	1297.484009
6517.2	1347.664429
6518	1372.152344
6518.8	1328.70105
6519.6	1398.345703
6520.4	1347.341431
6521.2	1341.152466
6522	1397.224365
6522.8	1389.231934
6523.6	1368.702881
6524.4	1364.497681
6525.2	1371.348633
6526	1349.735718
6526.8	1315.794067
6527.6	1295.623047
6528.4	1310.126343
6529.2	1323.871094
6530	1318.98877
6530.8	1266.600952
6531.6	1298.28064
6532.4	1299.064819
6533.2	1337.949707
6534	1341.433594
6534.8	1342.310669
6535.6	1348.313721
6536.4	1359.960449
6537.2	1369.630493
6538	1349.063354
6538.8	1387.605347
6539.6	1344.162964
6540.4	1367.76001
6541.2	1335.387451
6542	1361.56665
6542.8	1346.329712
6543.6	1385.257935
6544.4	1298.823608
6545.2	1389.318604
6546	1389.353271
6546.8	1380.053345
6547.6	1376.279053
6548.4	1380.617188
6549.2	1336.762207
6550	1324.680664
6550.8	1293.97937
6551.6	1330.092285
6552.4	1326.078857
6553.2	1284.914795
6554	1333.133545
6554.8	1303.641113
6555.6	1282.140991
6556.4	1243.000854
6557.2	1179.626343
6558	1183.207031
6558.8	1167.631348
6559.6	1136.963013
6560.4	1113.290161
6561.2	1014.80542
6562	878.557068
6562.8	837.002869
6563.6	923.709412
6564.4	1046.674072
6565.2	1118.335449
6566	1155.197632
6566.8	1204.064087
6567.6	1223.855225
6568.4	1204.31897
6569.2	1214.647461
6570	1244.744873
6570.8	1313.21106
6571.6	1299.664307
6572.4	1306.71875
6573.2	1339.252319
6574	1318.696899
6574.8	1305.956665
6575.6	1373.717041
6576.4	1343.148438
6577.2	1313.904663
6578	1317.765869
6578.8	1338.67749
6579.6	1389.908447
6580.4	1338.308472
6581.2	1348.562988
6582	1379.085205
6582.8	1323.944458
6583.6	1403.052002
6584.4	1413.368286
6585.2	1406.508789
6586	1381.33252
6586.8	1372.643555
6587.6	1428.797607
6588.4	1371.671997
6589.2	1368.38916
6590	1394.208374
6590.8	1422.563599
6591.6	1369.392212
6592.4	1373.53772
6593.2	1394.141235
6594	1376.382812
6594.8	1377.331299
6595.6	1392.85437
6596.4	1415.381714
6597.2	1395.165649
6598	1414.562012
6598.8	1412.603271
6599.6	1430.615356
6600.4	1431.593994
6601.2	1428.631348
6602	1428.983765
6602.8	1443.502808
6603.6	1421.166016
6604.4	1432.745239
6605.2	1420.153076
6606	1415.908203
6606.8	1441.588013
6607.6	1435.844604
6608.4	1490.590942
6609.2	1440.851318
6610	1401.547485
6610.8	1423.204834
6611.6	1439.244263
6612.4	1413.503296
6613.2	1396.443848
6614	1391.67749
6614.8	1374.511963
6615.6	1425.317505
6616.4	1469.096802
6617.2	1449.998169
6618	1499.455444
6618.8	1414.950806
6619.6	1480.878906
6620.4	1474.333984
6621.2	1493.51001
6622	1445.475952
6622.8	1443.043335
6623.6	1439.212158
6624.4	1415.534424
6625.2	1415.684448
6626	1412.456421
6626.8	1409.279175
6627.6	1387.311646
6628.4	1408.507812
6629.2	1401.122681
6630	1409.821533
6630.8	1430.927124
6631.6	1419.152222
6632.4	1390.45459
6633.2	1402.539795
6634	1432.443237
6634.8	1451.226807
6635.6	1434.426392
6636.4	1468.025024
6637.2	1462.904297
6638	1534.332275
6638.8	1484.773193
6639.6	1463.655273
6640.4	1401.002441
6641.2	1374.554077
6642	1436.351807
6642.8	1399.544189
6643.6	1405.942017
6644.4	1370.139893
6645.2	1395.153809
6646	1414.245972
6646.8	1381.596191
6647.6	1401.109253
6648.4	1438.936401
6649.2	1405.623413
6650	1418.918335
6650.8	1412.090698
6651.6	1413.462524
6652.4	1467.935547
6653.2	1460.771484
6654	1395.477539
6654.8	1368.366211
6655.6	1388.812866
6656.4	1409.389648
6657.2	1379.210938
6658	1415.115234
6658.8	1428.777466
6659.6	1434.807861
6660.4	1390.610352
6661.2	1392.390137
6662	1411.465088
6662.8	1414.270874
6663.6	1427.304932
6664.4	1479.155762
6665.2	1446.069824
6666	1421.127319
6666.8	1420.462524
6667.6	1496.341431
6668.4	1448.680664
6669.2	1434.990967
6670	1479.636719
6670.8	1450.473022
6671.6	1504.363525
6672.4	1503.923096
6673.2	1488.850464
6674	1407.175903
6674.8	1422.849121
6675.6	1451.950562
6676.4	1393.057739
6677.2	1226.552246
6678	1073.835693
6678.8	1150.695068
6679.6	1308.837769
6680.4	1407.25
6681.2	1469.052979
6682	1493.75
6682.8	1458.807983
6683.6	1482.79895
6684.4	1485.409546
6685.2	1496.942627
6686	1503.21106
6686.8	1459.328735
6687.6	1530.840454
6688.4	1489.738525
6689.2	1482.760254
6690	1483.65686
6690.8	1482.056885
6691.6	1507.669678
6692.4	1474.790649
6693.2	1459.72998
6694	1478.197388
6694.8	1498.154175
6695.6	1494.304443
6696.4	1460.790894
6697.2	1473.021118
6698	1459.964722
6698.8	1477.39978
6699.6	1526.969482
6700.4	1506.048096
6701.2	1486.791992
6702	1534.982788
6702.8	1493.631226
6703.6	1531.035156
6704.4	1551.23938
6705.2	1475.786133
6706	1479.963745
6706.8	1541.850586
6707.6	1511.328003
6708.4	1497.860474
6709.2	1477.557495
6710	1413.677124
6710.8	1462.083008
6711.6	1462.498169
6712.4	1480.671021
6713.2	1464.559204
6714	1443.43689
6714.8	1403.8927
6715.6	1448.883423
6716.4	1454.641602
6717.2	1415.78064
6718	1476.32605
6718.8	1423.562134
6719.6	1474.77356
6720.4	1404.858765
6721.2	1406.011108
6722	1376.282349
6722.8	1453.762451
6723.6	1397.10498
6724.4	1474.007812
6725.2	1467.946045
6726	1462.163574
6726.8	1446.360474
6727.6	1506.732788
6728.4	1525.484741
6729.2	1487.71106
6730	1512.089722
6730.8	1564.677856
6731.6	1520.856445
6732.4	1451.757568
6733.2	1476.800415
6734	1468.76416
6734.8	1468.249146
6735.6	1440.515869
6736.4	1468.510864
6737.2	1441.938965
6738	1440.284058
6738.8	1419.671387
6739.6	1404.056152
6740.4	1475.872559
6741.2	1434.331177
6742	1424.669312
6742.8	1403.160034
6743.6	1443.682861
6744.4	1461.258789
6745.2	1530.171875
6746	1455.746826
6746.8	1472.421265
6747.6	1485.442627
6748.4	1464.009399
6749.2	1467.435913
6750	1523.06311
6750.8	1558.817261
6751.6	1530.07251
6752.4	1478.51416
6753.2	1449.262573
6754	1521.359619
6754.8	1528.528198
6755.6	1501.989746
6756.4	1456.948364
6757.2	1494.690308
6758	1537.683594
6758.8	1467.504028
6759.6	1452.603516
6760.4	1454.126953
6761.2	1459.917358
6762	1449.13855
6762.8	1444.067749
6763.6	1415.978027
6764.4	1465.856689
6765.2	1450.158203
6766	1398.517212
6766.8	1378.172974
6767.6	1400.079834
6768.4	1413.578125
6769.2	1477.122437
6770	1443.40979
6770.8	1395.544556
6771.6	1439.547241
6772.4	1401.215942
6773.2	1444.307495
6774	1485.413574
6774.8	1456.36084
6775.6	1505.65979
6776.4	1492.87146
6777.2	1490.900024
6778	1505.846069
6778.8	1484.717163
6779.6	1448.33252
6780.4	1507.543213
6781.2	1552.780762
6782	1494.936768
6782.8	1485.031128
6783.6	1486.223022
6784.4	1471.070801
6785.2	1482.634644
6786	1470.68457
6786.8	1483.201294
6787.6	1435.713257
6788.4	1480.379883
6789.2	1491.046875
6790	1517.081787
6790.8	1464.257568
6791.6	1504.848877
6792.4	1471.357056
6793.2	1415.044189
6794	1438.938965
6794.8	1438.130859
6795.6	1453.940186
6796.4	1426.654541
6797.2	1402.630249
6798	1432.325439
6798.8	1376.732788
6799.6	1355.691284
6800.4	1394.94458
6801.2	1417.272705
6802	1435.227783
6802.8	1390.876953
6803.6	1417.765503
6804.4	1358.87561
6805.2	1431.750366
6806	1385.46814
6806.8	1417.086914
6807.6	1455.473389
6808.4	1400.109497
6809.2	1387.979248
6810	1435.95459
6810.8	1439.616333
6811.6	1420.761841
6812.4	1444.625244
6813.2	1404.663086
6814	1426.484985
6814.8	1451.249512
6815.6	1379.916748
6816.4	1436.065308
6817.2	1456.443237
6818	1430.034668
6818.8	1462.815063
6819.6	1458.365601
6820.4	1471.302002
6821.2	1485.850464
6822	1420.561279
6822.8	1488.201782
6823.6	1497.739868
6824.4	1497.705688
6825.2	1467.301636
6826	1418.17981
6826.8	1431.456177
6827.6	1439.030518
6828.4	1407.092896
6829.2	1399.876099
6830	1416.093506
6830.8	1419.381714
6831.6	1369.190918
6832.4	1430.166382
6833.2	1397.257812
6834	1353.383545
6834.8	1389.160889
6835.6	1433.403931
6836.4	1366.47229
6837.2	1336.589355
6838	1397.076172
6838.8	1389.154785
6839.6	1368.987915
6840.4	1357.661133
6841.2	1381.063721
6842	1379.801514
6842.8	1381.859131
6843.6	1336.332275
6844.4	1379.681396
6845.2	1438.177002
6846	1414.148315
6846.8	1501.426758
6847.6	1483.515747
6848.4	1429.734009
6849.2	1472.75293
6850	1487.457031
6850.8	1475.190674
6851.6	1445.902344
6852.4	1477.103882
6853.2	1488.549805
6854	1434.953979
6854.8	1461.918823
6855.6	1453.341064
6856.4	1481.571289
6857.2	1448.459595
6858	1467.483887
6858.8	1416.960693
6859.6	1468.367432
6860.4	1444.822754
6861.2	1431.209839
6862	1489.755615
6862.8	1412.183472
6863.6	1379.988525
6864.4	1430.143433
6865.2	1417.252197
6866	1391.083984
6866.8	1271.671143
6867.6	1092.437134
6868.4	862.815186
6869.2	817.253479
6870	954.488708
6870.8	961.102417
6871.6	955.686462
6872.4	1025.455322
6873.2	1021.539185
6874	1063.634888
6874.8	1068.549438
6875.6	1101.939819
6876.4	1146.177979
6877.2	1109.980469
6878	1168.814453
6878.8	1210.375244
6879.6	1186.048096
6880.4	1264.386597
6881.2	1301.653931
6882	1381.386597
6882.8	1383.99707
6883.6	1327.584106
6884.4	1276.062866
6885.2	1297.869507
6886	1257.251343
6886.8	1200.545288
6887.6	1290.59082
6888.4	1342.325928
6889.2	1233.168945
6890	1168.625
6890.8	1269.552368
6891.6	1353.839722
6892.4	1275.014282
6893.2	1185.465454
6894	1290.845703
6894.8	1361.448608
6895.6	1256.713135
6896.4	1160.522827
6897.2	1171.053833
6898	1354.646973
6898.8	1371.722168
6899.6	1307.952881
6900.4	1203.179199
6901.2	1216.727051
6902	1312.005859
6902.8	1417.639648
6903.6	1385.591309
6904.4	1282.029175
6905.2	1237.787598
6906	1386.219971
6906.8	1470.705078
6907.6	1441.173828
6908.4	1324.561523
6909.2	1243.326904
6910	1263.332764
6910.8	1430.61731
6911.6	1481.414429
6912.4	1410.447876
6913.2	1323.55481
6914	1272.405762
6914.8	1335.93689
6915.6	1401.571167
6916.4	1462.725464
6917.2	1425.997437
6918	1364.928101
6918.8	1317.063599
6919.6	1374.646606
6920.4	1421.474243
6921.2	1431.384399
6922	1447.514771
6922.8	1363.812744
6923.6	1294.529419
6924.4	1345.097656
6925.2	1387.449829
6926	1380.828491
6926.8	1413.439819
6927.6	1405.35022
6928.4	1352.412231
6929.2	1335.517944
6930	1343.084961
6930.8	1371.717529
6931.6	1396.280884
6932.4	1433.426392
6933.2	1409.392944
6934	1339.647827
6934.8	1332.859009
6935.6	1372.554932
6936.4	1368.747803
6937.2	1368.342651
6938	1317.390381
6938.8	1414.834717
6939.6	1364.569946
6940.4	1331.238159
6941.2	1380.428955
6942	1409.722534
6942.8	1375.837769
6943.6	1419.268799
6944.4	1411.730957
6945.2	1441.123901
6946	1399.849731
6946.8	1416.171631
6947.6	1397.922607
6948.4	1385.624878
6949.2	1414.582764
6950	1411.578369
6950.8	1396.387329
6951.6	1374.451782
6952.4	1401.809814
6953.2	1358.095825
6954	1314.852417
6954.8	1321.991577
6955.6	1394.799072
6956.4	1393.189209
6957.2	1339.775879
6958	1360.531738
6958.8	1359.997681
6959.6	1381.989136
6960.4	1369.75415
6961.2	1361.435547
6962	1391.569336
6962.8	1390.129883
6963.6	1418.699097
6964.4	1384.545654
6965.2	1442.608154
6966	1417.674072
6966.8	1398.411133
6967.6	1395.234619
6968.4	1455.348267
6969.2	1412.891235
6970	1424.286987
6970.8	1453.868286
6971.6	1415.230591
6972.4	1471.037964
6973.2	1418.178711
6974	1422.50354
6974.8	1420.967407
6975.6	1498.690186
6976.4	1446.260132
6977.2	1456.428345
6978	1445.373169
6978.8	1421.535889
6979.6	1403.260864
6980.4	1388.201294
6981.2	1404.711548
6982	1392.280273
6982.8	1435.644897
6983.6	1443.192505
6984.4	1362.712036
6985.2	1365.540039
6986	1347.758789
6986.8	1420.546997
6987.6	1333.037354
6988.4	1338.870361
6989.2	1345.981079
6990	1344.257568
6990.8	1370.918701
6991.6	1320.891602
6992.4	1363.105469
6993.2	1313.990479
6994	1328.474365
6994.8	1320.784302
6995.6	1329.763672
6996.4	1344.010376
6997.2	1391.390747
6998	1405.295166
6998.8	1345.764771
6999.6	1396.819946
7000.4	1414.994995
7001.2	1422.759155
7002	1392.378418
7002.8	1352.600586
7003.6	1434.88562
7004.4	1399.546509
7005.2	1360.486328
7006	1397.121704
7006.8	1380.539307
7007.6	1402.280884
7008.4	1409.371948
7009.2	1393.007568
7010	1340.737427
7010.8	1375.134888
7011.6	1360.285889
7012.4	1364.28418
7013.2	1433.641968
7014	1436.908203
7014.8	1398.514404
7015.6	1415.879395
7016.4	1392.561401
7017.2	1361.126343
7018	1381.194824
7018.8	1432.677734
7019.6	1401.179443
7020.4	1400.665649
7021.2	1402.071533
7022	1388.457642
7022.8	1443.023804
7023.6	1402.314453
7024.4	1439.038574
7025.2	1443.175415
7026	1425.033447
7026.8	1404.903076
7027.6	1383.815796
7028.4	1360.267334
7029.2	1385.208984
7030	1353.026855
7030.8	1346.273804
7031.6	1372.280151
7032.4	1341.87854
7033.2	1394.016968
7034	1340.603271
7034.8	1375.442261
7035.6	1371.127808
7036.4	1379.713745
7037.2	1385.572998
7038	1416.165405
7038.8	1366.624878
7039.6	1377.892822
7040.4	1430.520996
7041.2	1406.631714
7042	1465.070068
7042.8	1391.387817
7043.6	1415.871826
7044.4	1410.401245
7045.2	1457.339844
7046	1461.191528
7046.8	1418.575928
7047.6	1435.499756
7048.4	1406.114746
7049.2	1385.923096
7050	1452.075317
7050.8	1438.425415
7051.6	1397.466553
7052.4	1405.440308
7053.2	1363.951416
7054	1405.832642
7054.8	1406.731445
7055.6	1387.916016
7056.4	1400.473755
7057.2	1379.007202
7058	1437.095703
7058.8	1422.558105
7059.6	1346.581177
7060.4	1385.511475
7061.2	1330.246582
7062	1378.813599
7062.8	1384.914673
7063.6	1375.446655
7064.4	1238.457397
7065.2	1148.813599
7066	1224.733521
7066.8	1325.11438
7067.6	1357.618042
7068.4	1375.546265
7069.2	1387.045654
7070	1366.969482
7070.8	1381.406616
7071.6	1429.636475
7072.4	1412.096069
7073.2	1418.437378
7074	1414.380737
7074.8	1399.841553
7075.6	1397.602905
7076.4	1368.362427
7077.2	1397.262939
7078	1391.369019
7078.8	1392.53894
7079.6	1400.794312
7080.4	1385.268799
7081.2	1377.978271
7082	1419.893066
7082.8	1300.560059
7083.6	1358.878174
7084.4	1397.154663
7085.2	1347.061279
7086	1330.526978
7086.8	1381.554199
7087.6	1346.510864
7088.4	1301.159668
7089.2	1321.89624
7090	1348.263672
7090.8	1281.391968
7091.6	1294.303589
7092.4	1370.63623
7093.2	1377.915771
7094	1325.417236
7094.8	1332.278931
7095.6	1366.146118
7096.4	1346.587891
7097.2	1366.061523
7098	1378.096802
7098.8	1348.851685
7099.6	1282.456421
7100.4	1320.993408
7101.2	1304.273926
7102	1336.758301
7102.8	1329.383301
7103.6	1355.001221
7104.4	1321.906738
7105.2	1313.833496
7106	1280.677124
7106.8	1261.984375
7107.6	1365.541382
7108.4	1369.246704
7109.2	1335.143555
7110	1412.370728
7110.8	1377.582031
7111.6	1376.927246
7112.4	1355.124634
7113.2	1353.762573
7114	1340.93396
7114.8	1372.066284
7115.6	1403.379517
7116.4	1370.009155
7117.2	1388.263306
7118	1390.583008
7118.8	1411.888916
7119.6	1356.548706
7120.4	1372.482666
7121.2	1414.064941
7122	1436.976685
7122.8	1417.313354
7123.6	1410.914917
7124.4	1416.267944
7125.2	1439.176025
7126	1435.599731
7126.8	1417.291138
7127.6	1412.244995
7128.4	1429.616333
7129.2	1427.231079
7130	1451.466919
7130.8	1507.032959
7131.6	1407.193481
7132.4	1428.839355
7133.2	1384.341064
7134	1398.1073
7134.8	1377.355347
7135.6	1423.159058
7136.4	1368.152344
7137.2	1357.190063
7138	1332.986938
7138.8	1333.166382
7139.6	1341.135254
7140.4	1360.723022
7141.2	1328.675049
7142	1366.015137
7142.8	1319.044922
7143.6	1360.832642
7144.4	1389.94165
7145.2	1361.881836
7146	1365.036621
7146.8	1358.993042
7147.6	1341.671021
7148.4	1355.587646
7149.2	1288.823853
7150	1325.091431
7150.8	1287.732178
7151.6	1226.244385
7152.4	1245.869995
7153.2	1261.546143
7154	1248.912109
7154.8	1305.943604
7155.6	1292.492065
7156.4	1300.343262
7157.2	1293.51709
7158	1347.03064
7158.8	1331.957153
7159.6	1286.088379
7160.4	1324.158447
7161.2	1290.917847
7162	1288.654419
7162.8	1219.314819
7163.6	1209.824097
7164.4	1174.422241
7165.2	1225.338135
7166	1233.582275
7166.8	1178.899048
7167.6	1198.672363
7168.4	1190.08374
7169.2	1237.251465
7170	1239.202881
7170.8	1248.960815
7171.6	1318.387817
7172.4	1242.501587
7173.2	1207.890381
7174	1192.045898
7174.8	1183.932739
7175.6	1199.867432
7176.4	1117.750122
7177.2	1114.219482
7178	1102.039429
7178.8	1134.209106
7179.6	1197.126709
7180.4	1188.463257
7181.2	1124.852539
7182	1130.803955
7182.8	1136.4823
7183.6	1160.562866
7184.4	1046.219971
7185.2	1027.14502
7186	1096.738281
7186.8	1054.894409
7187.6	1063.872803
7188.4	1086.554443
7189.2	1156.27063
7190	1135.835083
7190.8	1079.023315
7191.6	1003.67804
7192.4	997.217407
7193.2	1013.540283
7194	1042.535889
7194.8	1021.865479
7195.6	1036.928101
7196.4	1065.054321
7197.2	1065.958008
7198	1027.762207
7198.8	987.808655
7199.6	987.008423
7200.4	933.31543
7201.2	907.12561
7202	940.283203
7202.8	990.78595
7203.6	1016.667053
7204.4	947.450684
7205.2	997.10376
7206	938.306763
7206.8	903.328613
7207.6	978.276489
7208.4	968.334412
7209.2	1022.039062
7210	987.92572
7210.8	1007.57135
7211.6	991.247437
7212.4	1007.532593
7213.2	1032.723022
7214	1014.328247
7214.8	991.189331
7215.6	1014.77063
7216.4	957.695984
7217.2	967.506226
7218	974.327881
7218.8	986.651489
7219.6	1006.29895
7220.4	990.011108
7221.2	980.211487
7222	1027.574585
7222.8	940.434875
7223.6	921.053955
7224.4	934.331177
7225.2	1000.4505
7226	1019.70813
7226.8	929.883301
7227.6	963.449158
7228.4	1025.12439
7229.2	982.245667
7230	981.95282
7230.8	904.684998
7231.6	916.36615
7232.4	875.012451
7233.2	816.347107
7234	803.953613
7234.8	769.522827
7235.6	778.30011
7236.4	841.935547
7237.2	850.353394
7238	916.690552
7238.8	939.393921
7239.6	876.05603
7240.4	845.607788
7241.2	866.295532
7242	945.805786
7242.8	948.612183
7243.6	929.183105
7244.4	908.103943
7245.2	970.525208
7246	969.860107
7246.8	909.705322
7247.6	973.164612
7248.4	980.100586
7249.2	970.742981
7250	932.460815
7250.8	966.853516
7251.6	912.401672
7252.4	858.470642
7253.2	829.914429
