Stellar Spectroscopy - BD-02 5059	
6383.6	2964.329102
6384.4	3057.14502
6385.2	3018.256592
6386	3026.048096
6386.8	3044.802002
6387.6	3053.91333
6388.4	3034.810547
6389.2	3119.992188
6390	3110.67627
6390.8	3005.769287
6391.6	2869.818359
6392.4	2960.470947
6393.2	3035.733643
6394	3038.33374
6394.8	3024.67627
6395.6	3042.951416
6396.4	3107.355957
6397.2	2975.437012
6398	2879.608887
6398.8	2869.24585
6399.6	2978.726318
6400.4	3074.472412
6401.2	3129.883057
6402	3092.787842
6402.8	3076.304932
6403.6	3008.729492
6404.4	3035.111084
6405.2	2951.41626
6406	2914.515137
6406.8	2951.10376
6407.6	3009.388184
6408.4	3024.468506
6409.2	3018.455322
6410	2939.943848
6410.8	2990.088623
6411.6	3051.490479
6412.4	3171.126953
6413.2	3081.362549
6414	3144.703369
6414.8	3060.796387
6415.6	3033.938721
6416.4	3125.241699
6417.2	3084.080322
6418	2911.892822
6418.8	2964.420898
6419.6	2923.212402
6420.4	2972.720215
6421.2	3068.383545
6422	3102.784424
6422.8	3111.313721
6423.6	3058.594482
6424.4	3075.803711
6425.2	3082.163574
6426	3096.209717
6426.8	3192.699219
6427.6	3153.27124
6428.4	3106.689941
6429.2	2934.950684
6430	3039.405518
6430.8	3046.204102
6431.6	3103.795166
6432.4	3095.194336
6433.2	3168.028809
6434	3129.462158
6434.8	3161.970947
6435.6	3161.805664
6436.4	3117.342529
6437.2	2940.035156
6438	2938.455566
6438.8	3108.807617
6439.6	3137.277344
6440.4	3089.318115
6441.2	3082.787109
6442	3112.296631
6442.8	3131.950684
6443.6	3218.10376
6444.4	3165.086914
6445.2	3163.111084
6446	3180.909668
6446.8	3180.077393
6447.6	3076.396729
6448.4	2995.589355
6449.2	3032.368408
6450	3151.118896
6450.8	3239.64209
6451.6	3140.093018
6452.4	3080.930908
6453.2	3136.479736
6454	3006.566895
6454.8	3044.905029
6455.6	3095.530273
6456.4	3131.024658
6457.2	3247.815918
6458	3175.447021
6458.8	3236.963135
6459.6	3169.970947
6460.4	3019.267822
6461.2	2879.663818
6462	3115.732666
6462.8	3171.180176
6463.6	3150.775146
6464.4	3082.439941
6465.2	3090.201416
6466	3117.458496
6466.8	3110.570557
6467.6	3139.351074
6468.4	3180.231934
6469.2	3153.342041
6470	3052.477051
6470.8	3092.049072
6471.6	3281.497803
6472.4	3237.0354
6473.2	3178.277832
6474	3142.327637
6474.8	3157.506836
6475.6	3191.324707
6476.4	3176.144775
6477.2	3222.18457
6478	3215.184326
6478.8	3167.574219
6479.6	3136.812012
6480.4	3133.322266
6481.2	3083.557129
6482	3215.146973
6482.8	3240.10791
6483.6	3244.203857
6484.4	3256.288818
6485.2	3238.327393
6486	3232.826416
6486.8	3209.760254
6487.6	3207.423096
6488.4	3269.465576
6489.2	3163.211914
6490	3122.719727
6490.8	3131.714111
6491.6	3047.621338
6492.4	2884.549805
6493.2	2824.255127
6494	2840.580566
6494.8	2950.27002
6495.6	3075.228271
6496.4	3091.705078
6497.2	3099.007324
6498	3081.124023
6498.8	3192.799561
6499.6	3232.442383
6500.4	3290.494873
6501.2	3313.030762
6502	3264.177979
6502.8	3223.872314
6503.6	3271.757812
6504.4	3309.79541
6505.2	3272.202637
6506	3296.298828
6506.8	3206.101074
6507.6	3260.514404
6508.4	3250.714111
6509.2	3255.596191
6510	3257.69458
6510.8	3245.627686
6511.6	3297.696777
6512.4	3225.982178
6513.2	3227.138672
6514	3191.615967
6514.8	3111.473633
6515.6	3203.860352
6516.4	3022.934814
6517.2	3090.077637
6518	3172.462158
6518.8	3229.73877
6519.6	3170.474121
6520.4	3338.371826
6521.2	3171.880127
6522	3268.517334
6522.8	3277.220947
6523.6	3257.835205
6524.4	3237.209961
6525.2	3213.730957
6526	3182.809082
6526.8	3161.419678
6527.6	3176.84082
6528.4	3184.136475
6529.2	3223.021729
6530	3262.77002
6530.8	3223.013916
6531.6	3167.416504
6532.4	3190.653564
6533.2	3230.736084
6534	3235.02417
6534.8	3303.290283
6535.6	3253.076904
6536.4	3211.813232
6537.2	3177.128662
6538	3253.608887
6538.8	3240.489014
6539.6	3197.70166
6540.4	3140.094971
6541.2	3212.896973
6542	3234.519531
6542.8	3273.404785
6543.6	3159.998779
6544.4	3057.186768
6545.2	3104.858887
6546	3203.363037
6546.8	3193.107178
6547.6	3191.286621
6548.4	3234.675537
6549.2	3180.619873
6550	3224.932617
6550.8	3236.990967
6551.6	3266.117188
6552.4	3206.000732
6553.2	3117.960938
6554	3104.42749
6554.8	3006.467041
6555.6	3072.858398
6556.4	3005.431152
6557.2	2916.082275
6558	2787.410889
6558.8	2676.643066
6559.6	2419.226807
6560.4	1807.699463
6561.2	1461.326294
6562	1923.504761
6562.8	2483.390381
6563.6	2780.653076
6564.4	2870.402832
6565.2	2927.921143
6566	3005.646729
6566.8	3047.356201
6567.6	2953.466797
6568.4	3082.569092
6569.2	3090.075195
6570	3179.442383
6570.8	3199.868408
6571.6	3197.350098
6572.4	3241.818604
6573.2	3215.654785
6574	3183.287598
6574.8	3299.746826
6575.6	3230.039795
6576.4	3270.376953
6577.2	3294.495361
6578	3283.451172
6578.8	3287.650635
6579.6	3216.108643
6580.4	3324.284668
6581.2	3245.459961
6582	3345.743896
6582.8	3338.990723
6583.6	3322.171631
6584.4	3372.719238
6585.2	3416.320068
6586	3267.062988
6586.8	3329.40332
6587.6	3469.425537
6588.4	3432.515137
6589.2	3405.350586
6590	3376.400879
6590.8	3259.375244
6591.6	3074.54126
6592.4	3147.80249
6593.2	3260.570557
6594	3353.212402
6594.8	3365.149414
6595.6	3287.079834
6596.4	3304.977539
6597.2	3254.808838
6598	3330.739258
6598.8	3383.524902
6599.6	3397.922607
6600.4	3374.921875
6601.2	3370.198486
6602	3471.417725
6602.8	3316.420898
6603.6	3403.456787
6604.4	3435.705322
6605.2	3363.470215
6606	3341.530273
6606.8	3427.240723
6607.6	3327.071289
6608.4	3355.753174
6609.2	3443.14209
6610	3399.205078
6610.8	3330.493408
6611.6	3338.619629
6612.4	3372.842773
6613.2	3342.277588
6614	3355.228516
6614.8	3328.749268
6615.6	3332.090088
6616.4	3335.848877
6617.2	3285.880615
6618	3366.885742
6618.8	3379.910645
6619.6	3399.197266
6620.4	3436.487305
6621.2	3438.654785
6622	3480.666992
6622.8	3447.75
6623.6	3415.960449
6624.4	3439.946045
6625.2	3445.527344
6626	3458.643066
6626.8	3482.078857
6627.6	3483.780762
6628.4	3464.037109
6629.2	3460.041016
6630	3457.033936
6630.8	3465.353027
6631.6	3328.221191
6632.4	3349.344971
6633.2	3308.730957
6634	3367.306396
6634.8	3356.501221
6635.6	3416.300293
6636.4	3442.288818
6637.2	3439.624268
6638	3413.408691
6638.8	3410.345947
6639.6	3380.71582
6640.4	3411.0979
6641.2	3391.81543
6642	3260.756592
6642.8	3379.408936
6643.6	3339.076904
6644.4	3478.300293
6645.2	3482.595459
6646	3459.774658
6646.8	3381.308105
6647.6	3397.872803
6648.4	3373.923096
6649.2	3407.069092
6650	3327.83667
6650.8	3384.275391
6651.6	3386.128906
6652.4	3422.378662
6653.2	3372.322998
6654	3320.831299
6654.8	3370.47583
6655.6	3350.870117
6656.4	3410.733887
6657.2	3320.318359
6658	3387.47876
6658.8	3461.769775
6659.6	3375.965332
6660.4	3385.48291
6661.2	3350.64917
6662	3370.049561
6662.8	3477.967529
6663.6	3503.489746
6664.4	3479.952637
6665.2	3460.168213
6666	3546.199707
6666.8	3540.034668
6667.6	3475.314697
6668.4	3560.785156
6669.2	3449.987549
6670	3407.157715
6670.8	3405.310059
6671.6	3491.765869
6672.4	3408.374268
6673.2	3452.894043
6674	3375.769043
6674.8	3340.475586
6675.6	3225.29541
6676.4	3284.187012
6677.2	3308.826904
6678	3394.361816
6678.8	3466.75293
6679.6	3489.43042
6680.4	3480.532959
6681.2	3559.5896
6682	3492.591553
6682.8	3551.601074
6683.6	3565.946045
6684.4	3526.465088
6685.2	3523.742432
6686	3461.231201
6686.8	3457.060547
6687.6	3379.693359
6688.4	3375.410156
6689.2	3417.091064
6690	3400.109131
6690.8	3366.378906
6691.6	3509.405518
6692.4	3454.993652
6693.2	3402.379395
6694	3361.510498
6694.8	3390.108154
6695.6	3379.825439
6696.4	3495.626465
6697.2	3467.188965
6698	3464.407715
6698.8	3631.162109
6699.6	3621.37085
6700.4	3489.234863
6701.2	3552.364502
6702	3463.513184
6702.8	3453.52002
6703.6	3542.801758
6704.4	3578.281738
6705.2	3511.914795
6706	3328.032227
6706.8	3405.32666
6707.6	3453.340332
6708.4	3435.404785
6709.2	3413.605469
6710	3461.440186
6710.8	3393.045166
6711.6	3370.359619
6712.4	3419.524902
6713.2	3366.16626
6714	3300.916992
6714.8	3388.723145
6715.6	3351.628662
6716.4	3281.361328
6717.2	3371.690674
6718	3453.218262
6718.8	3446.492188
6719.6	3379.154297
6720.4	3465.233887
6721.2	3557.438721
6722	3456.847168
6722.8	3476.080078
6723.6	3485.431396
6724.4	3509.56665
6725.2	3478.467285
6726	3520.018066
6726.8	3500.055176
6727.6	3528.72583
6728.4	3511.917969
6729.2	3495.510498
6730	3499.093262
6730.8	3501.771484
6731.6	3395.158691
6732.4	3398.001465
6733.2	3404.328857
6734	3460.854492
6734.8	3362.808105
6735.6	3407.677734
6736.4	3352.752686
6737.2	3372.095215
6738	3417.492432
6738.8	3430.889404
6739.6	3359.970703
6740.4	3299.369141
6741.2	3363.173096
6742	3358.963135
6742.8	3343.73291
6743.6	3439.540771
6744.4	3422.946045
6745.2	3383.021484
6746	3406.5
6746.8	3357.498535
6747.6	3330.32373
6748.4	3357.192871
6749.2	3312.866455
6750	3362.598145
6750.8	3405.050293
6751.6	3418.352783
6752.4	3539.91333
6753.2	3442.594238
6754	3432.813965
6754.8	3435.172119
6755.6	3485.099121
6756.4	3519.385742
6757.2	3438.623291
6758	3453.901367
6758.8	3556.706787
6759.6	3565.19873
6760.4	3559.646973
6761.2	3569.410645
6762	3524.840332
6762.8	3634.985107
6763.6	3616.671631
6764.4	3557.100342
6765.2	3499.784912
6766	3493.373291
6766.8	3534.606445
6767.6	3578.206787
6768.4	3569.820557
6769.2	3457.934326
6770	3561.943359
6770.8	3427.872559
6771.6	3534.524414
6772.4	3573.448975
6773.2	3463.165039
6774	3518.963379
6774.8	3515.311279
6775.6	3579.710449
6776.4	3506.687256
6777.2	3500.47998
6778	3504.511719
6778.8	3508.182861
6779.6	3539.686523
6780.4	3540.80249
6781.2	3432.104004
6782	3384.711182
6782.8	3410.424072
6783.6	3419.81543
6784.4	3480.27002
6785.2	3503.451416
6786	3358.924316
6786.8	3393.320557
6787.6	3385.19043
6788.4	3358.820557
6789.2	3375.565918
6790	3369.575684
6790.8	3339.200439
6791.6	3431.677002
6792.4	3460.983643
6793.2	3535.115967
6794	3605.199707
6794.8	3577.863281
6795.6	3581.471924
6796.4	3471.118896
6797.2	3506.318604
6798	3568.418457
6798.8	3525.060547
6799.6	3500.20874
6800.4	3399.595459
6801.2	3319.047607
6802	3301.711182
6802.8	3412.090576
6803.6	3352.433838
6804.4	3424.323486
6805.2	3467.148438
6806	3418.796875
6806.8	3437.841309
6807.6	3389.4021
6808.4	3405.052979
6809.2	3310.536377
6810	3437.578369
6810.8	3490.283691
6811.6	3498.600586
6812.4	3392.714111
6813.2	3349.168945
6814	3424.087158
6814.8	3421.098389
6815.6	3377.959229
6816.4	3415.876709
6817.2	3479.483643
6818	3389.674805
6818.8	3273.897949
6819.6	3400.936523
6820.4	3429.361328
6821.2	3493.514404
6822	3471.709961
6822.8	3517.283203
6823.6	3410.889648
6824.4	3473.474121
6825.2	3449.458008
6826	3451.208496
6826.8	3400.503906
6827.6	3477.000244
6828.4	3553.885986
6829.2	3455.848389
6830	3483.314209
6830.8	3528.789551
6831.6	3517.980225
6832.4	3457.637695
6833.2	3471.102783
6834	3437.366455
6834.8	3486.168945
6835.6	3424.213379
6836.4	3413.226562
6837.2	3407.05127
6838	3530.736328
6838.8	3439.085205
6839.6	3428.421143
6840.4	3401.996582
6841.2	3424.869629
6842	3414.666504
6842.8	3514.582031
6843.6	3458.140137
6844.4	3501.594482
6845.2	3486.123291
6846	3448.606201
6846.8	3457.346924
6847.6	3441.135986
6848.4	3492.234619
6849.2	3444.974121
6850	3341.978516
6850.8	3321.11499
6851.6	3396.088867
6852.4	3299.089844
6853.2	3186.884766
6854	3272.4375
6854.8	3314.18457
6855.6	3249.71582
6856.4	3234.721924
6857.2	3266.965576
6858	3276.426025
6858.8	3270.158447
6859.6	3309.085449
6860.4	3292.774902
6861.2	3433.999268
6862	3334.585938
6862.8	3332.913574
6863.6	3341.233643
6864.4	3342.395996
6865.2	3363.877441
6866	3314.236084
6866.8	3261.360107
6867.6	2623.810303
6868.4	1944.043823
6869.2	1995.805054
6870	2275.567139
6870.8	2334.050537
6871.6	2350.697266
6872.4	2488.43335
6873.2	2457.27417
6874	2616.478516
6874.8	2634.793213
6875.6	2659.77002
6876.4	2777.768066
6877.2	2722.989502
6878	2812.561523
6878.8	2923.208008
6879.6	2777.088379
6880.4	2991.077881
6881.2	3136.414551
6882	3237.012939
6882.8	3186.424805
6883.6	3032.330566
6884.4	3006.479736
6885.2	3126.836426
6886	2883.938477
6886.8	2763.309326
6887.6	3008.76709
6888.4	3115.62207
6889.2	2779.902588
6890	2761.793213
6890.8	3080.063965
6891.6	3312.222656
6892.4	2933.944092
6893.2	2747.672363
6894	2962.563965
6894.8	3314.145996
6895.6	3240.249756
6896.4	2833.338623
6897.2	2788.165527
6898	3233.253906
6898.8	3500.960205
6899.6	3228.122559
6900.4	2853.892822
6901.2	2875.763672
6902	3249.461426
6902.8	3420.160889
6903.6	3308.464844
6904.4	2972.716309
6905.2	2842.698486
6906	3244.222656
6906.8	3407.47168
6907.6	3430.038818
6908.4	3207.871338
6909.2	2967.5354
6910	3033.970459
6910.8	3396.875244
6911.6	3453.581543
6912.4	3337.754395
6913.2	3018.318604
6914	2979.333252
6914.8	3029.762695
6915.6	3376.154541
6916.4	3319.811523
6917.2	3345.875732
6918	3180.696533
6918.8	3016.695312
6919.6	3049.337891
6920.4	3198.234863
6921.2	3245.985352
6922	3257.656982
6922.8	3141.500977
6923.6	2992.895752
6924.4	3071.930176
6925.2	3290.771973
6926	3243.79541
6926.8	3238.289551
6927.6	3355.145508
6928.4	3281.83252
6929.2	3045.656494
6930	3070.897217
6930.8	3178.11377
6931.6	3231.030762
6932.4	3307.549316
6933.2	3304.276367
6934	3255.311279
6934.8	3325.603516
6935.6	3228.559082
6936.4	3266.547119
6937.2	3398.722168
6938	3401.108398
6938.8	3381.643066
6939.6	3264.467529
6940.4	3242.646729
6941.2	3217.217529
6942	3166.787354
6942.8	3130.514404
6943.6	3113.193359
6944.4	3156.789795
6945.2	3243.332764
6946	3229.455078
6946.8	3144.291992
6947.6	3237.233887
6948.4	3287.65625
6949.2	3155.493164
6950	3260.342041
6950.8	3254.072266
6951.6	3273.111572
6952.4	3308.56543
6953.2	3279.149658
6954	3346.80542
6954.8	3314.082031
6955.6	3424.706299
6956.4	3232.579102
6957.2	3264.172852
6958	3426.419189
6958.8	3354.227051
6959.6	3406.397705
6960.4	3350.045654
6961.2	3425.279053
6962	3442.668457
6962.8	3529.85376
6963.6	3535.645996
6964.4	3477.914551
6965.2	3497.568115
6966	3431.693359
6966.8	3498.290771
6967.6	3491.183105
6968.4	3468.838135
6969.2	3520.269287
6970	3364.389893
6970.8	3258.984863
6971.6	3320.790527
6972.4	3402.471191
6973.2	3338.394287
6974	3228.447754
6974.8	3292.631104
6975.6	3251.201416
6976.4	3174.61499
6977.2	3141.876221
6978	3191.353271
6978.8	3217.296631
6979.6	3308.203369
6980.4	3352.126953
6981.2	3344.866943
6982	3369.291016
6982.8	3253.21167
6983.6	3376.626221
6984.4	3381.108887
6985.2	3400.227783
6986	3399.303223
6986.8	3367.158691
6987.6	3486.918945
6988.4	3548.134277
6989.2	3382.572998
6990	3432.105713
6990.8	3439.622314
6991.6	3446.285645
6992.4	3437.625732
6993.2	3382.080811
6994	3381.634033
6994.8	3380.051758
6995.6	3264.947998
6996.4	3254.477539
6997.2	3255.197754
6998	3171.040283
6998.8	3233.781494
6999.6	3357.953125
7000.4	3391.761475
7001.2	3421.031738
7002	3474.282715
7002.8	3444.869629
7003.6	3371.188721
7004.4	3314.396973
7005.2	3253.623779
7006	3232.983154
7006.8	3208.600586
7007.6	3252.044922
7008.4	3292.035889
7009.2	3173.033936
7010	3187.929932
7010.8	3265.568848
7011.6	3353.403076
7012.4	3355.686279
7013.2	3424.302246
7014	3397.615479
7014.8	3277.159912
7015.6	3360.144287
7016.4	3395.458008
7017.2	3424.519043
7018	3532.982422
7018.8	3555.564941
7019.6	3396.730713
7020.4	3391.02124
7021.2	3316.006592
7022	3286.497803
7022.8	3287.074707
7023.6	3307.758301
7024.4	3342.324219
7025.2	3327.871582
7026	3303.279785
7026.8	3337.690918
7027.6	3251.841797
7028.4	3125.455811
7029.2	3179.572266
7030	3203.294922
7030.8	3239.306885
7031.6	3252.845459
7032.4	3184.840332
7033.2	3145.602539
7034	3171.716064
7034.8	3229.26001
7035.6	3236.965576
7036.4	3063.79834
7037.2	3141.084961
7038	3254.994629
7038.8	3340.00293
7039.6	3390.93457
7040.4	3273.000977
7041.2	3301.389893
7042	3329.106201
7042.8	3357.554688
7043.6	3392.045898
7044.4	3407.780273
7045.2	3424.305664
7046	3429.580078
7046.8	3363.661621
7047.6	3419.063232
7048.4	3374.848877
7049.2	3340.277344
7050	3323.555176
7050.8	3286.53418
7051.6	3295.726318
7052.4	3243.211426
7053.2	3300.431885
7054	3291.118652
7054.8	3274.911621
7055.6	3373.764404
7056.4	3371.110107
7057.2	3305.3396
7058	3261.251465
7058.8	3232.864746
7059.6	3227.295654
7060.4	3226.739258
7061.2	3242.500244
7062	3269.750488
7062.8	3250.781006
7063.6	3261.176758
7064.4	3212.878174
7065.2	3186.003662
7066	3136.819824
7066.8	3164.196533
7067.6	3225.651855
7068.4	3284.747314
7069.2	3339.822754
7070	3260.592529
7070.8	3252.342041
7071.6	3285.796143
7072.4	3307.743408
7073.2	3300.95874
7074	3354.620605
7074.8	3280.246826
7075.6	3485.202637
7076.4	3440.522949
7077.2	3301.087402
7078	3178.763428
7078.8	3287.290527
7079.6	3269.041504
7080.4	3265.14624
7081.2	3234.905273
7082	3140.170166
7082.8	3180.025635
7083.6	3205.986572
7084.4	3219.424316
7085.2	3290.452393
7086	3245.770508
7086.8	3209.143555
7087.6	3263.359863
7088.4	3187.401611
7089.2	3345.757568
7090	3381.868408
7090.8	3426.552734
7091.6	3441.352783
7092.4	3492.475586
7093.2	3509.812012
7094	3431.434082
7094.8	3417.141602
7095.6	3369.778076
7096.4	3335.923584
7097.2	3247.02417
7098	3207.068359
7098.8	3194.493896
7099.6	3153.695801
7100.4	3211.642578
7101.2	3289.369141
7102	3216.783691
7102.8	3249.990723
7103.6	3293.375244
7104.4	3279.864502
7105.2	3355.303955
7106	3218.417236
7106.8	3223.61792
7107.6	3265.144287
7108.4	3251.54248
7109.2	3206.869629
7110	3208.946289
7110.8	3180.387939
7111.6	3235.973877
7112.4	3298.740723
7113.2	3213.098389
7114	3199.138916
7114.8	3209.979004
7115.6	3202.140381
7116.4	3204.398926
7117.2	3171.183838
7118	3219.031494
7118.8	3176.815918
7119.6	3096.840576
7120.4	3015.577393
7121.2	3113.885254
7122	3158.929199
7122.8	3110.887695
7123.6	3100.429688
7124.4	3100.938232
7125.2	3111.588867
7126	3016.553223
7126.8	3086.834961
7127.6	3082.445312
7128.4	3035.296631
7129.2	2993.452148
7130	3080.227783
7130.8	3029.508301
7131.6	3138.452148
7132.4	3103.114258
7133.2	3132.635254
7134	3147.130127
7134.8	3159.32373
7135.6	3173.159912
7136.4	3156.222168
7137.2	3097.214111
7138	3128.817871
7138.8	3133.322266
7139.6	3140.330566
7140.4	3144.173584
7141.2	3183.267822
7142	3191.972656
7142.8	3068.56665
7143.6	3065.644043
7144.4	3068.957031
7145.2	3116.853271
7146	2937.949707
7146.8	2964.737793
7147.6	3080.97168
7148.4	3041.993408
7149.2	3052.541992
7150	3138.111084
7150.8	3087.523926
7151.6	3061.083496
7152.4	3133.456299
7153.2	3108.709961
7154	3033.281982
7154.8	3090.193115
7155.6	3076.849854
7156.4	3027.508057
7157.2	3080.155029
7158	3023.046387
7158.8	2995.295166
7159.6	3031.029785
7160.4	3033.656006
7161.2	2984.863037
7162	3043.709473
7162.8	2928.967285
7163.6	2968.580811
7164.4	3092.854004
7165.2	3116.476562
7166	3127.908691
7166.8	3089.100586
7167.6	3057.46582
7168.4	3013.25
7169.2	3103.614258
7170	3133.111084
7170.8	3065.238037
7171.6	3099.248535
7172.4	3105.597412
7173.2	2945.685303
7174	2796.57251
7174.8	2878.413086
7175.6	3007.781494
7176.4	2926.243896
7177.2	2840.625977
7178	2753.358887
7178.8	2837.128662
7179.6	2877.286377
7180.4	2984.464844
7181.2	2879.192871
7182	2691.022217
7182.8	2795.032227
7183.6	2822.671143
7184.4	2529.078857
7185.2	2306.17627
7186	2436.496094
7186.8	2275.685791
7187.6	2307.624023
7188.4	2446.373779
7189.2	2583.351074
7190	2551.098633
7190.8	2500.592041
7191.6	2229.083008
7192.4	2228.210693
7193.2	2418.166992
7194	2363.554199
7194.8	2349.661865
7195.6	2454.273438
7196.4	2557.918945
7197.2	2520.100586
7198	2408.181885
7198.8	2459.403809
7199.6	2457.058594
7200.4	2359.375732
7201.2	2194.857666
7202	2339.435303
7202.8	2482.518799
7203.6	2425.93335
7204.4	2286.877197
7205.2	2176.675293
7206	2236.782471
7206.8	2271.570557
7207.6	2437.618896
7208.4	2558.477051
7209.2	2452.553955
7210	2456.165527
7210.8	2436.22876
7211.6	2440.960205
7212.4	2423.546387
7213.2	2464.247803
7214	2430.14624
7214.8	2446.967285
7215.6	2397.447998
7216.4	2362.071777
7217.2	2336.031982
7218	2394.453125
7218.8	2339.852783
7219.6	2375.548828
7220.4	2349.656494
7221.2	2323.949951
7222	2281.284912
7222.8	2304.935303
7223.6	2277.080078
7224.4	2185.552246
7225.2	2241.42334
7226	2245.783936
7226.8	2271.397461
7227.6	2126.616455
7228.4	2176.045898
7229.2	2170.116943
7230	2243.221436
7230.8	2215.202148
7231.6	2245.530518
7232.4	2134.369873
7233.2	1958.710571
7234	2007.290527
7234.8	1988.828735
7235.6	1963.90625
7236.4	2092.275391
7237.2	2052.63501
7238	2163.222412
7238.8	2187.500488
7239.6	2184.067871
7240.4	2035.357422
7241.2	1960.025146
7242	2029.423584
7242.8	2089.575684
7243.6	2036.313232
7244.4	1933.210327
7245.2	2083.046631
7246	2130.001709
7246.8	2108.805908
7247.6	2032.731445
