Stellar Spectroscopy - BD-02 5059	
7248.4	2051.567627
7249.2	2066.291992
7250	2092.722656
7250.8	2072.283203
7251.6	2092.97168
7252.4	2010.325684
7253.2	1904.873779
7254	1995.934204
7254.8	2143.735596
7255.6	2193.194092
7256.4	2134.359619
7257.2	2208.133301
7258	2168.637695
7258.8	2105.566162
7259.6	2246.455078
7260.4	2272.379395
7261.2	2374.5979
7262	2324.214355
7262.8	2367.784424
7263.6	2356.906738
7264.4	2316.877197
7265.2	2269.402588
7266	2137.76709
7266.8	2299.738525
7267.6	2372.296631
7268.4	2345.691406
7269.2	2286.252686
7270	2261.481689
7270.8	2270.844238
7271.6	2229.562988
7272.4	2195.76416
7273.2	2052.099609
7274	2064.035889
7274.8	2257.837646
7275.6	2166.748047
7276.4	2148.994873
7277.2	2117.189453
7278	2109.753906
7278.8	2236.584961
7279.6	2368.692871
7280.4	2361.800049
7281.2	2365.050049
7282	2437.206543
7282.8	2423.880127
7283.6	2492.731689
7284.4	2493.1521
7285.2	2406.158691
7286	2375.208252
7286.8	2258.295654
7287.6	2193.16333
7288.4	2210.472168
7289.2	2263.599121
7290	2197.539062
7290.8	1962.46936
7291.6	2073.851562
7292.4	2118.882812
7293.2	2214.213867
7294	2176.964111
7294.8	2240.412109
7295.6	2219.81958
7296.4	2291.267578
7297.2	2320.192627
7298	2344.680176
7298.8	2245.1875
7299.6	2263.615967
7300.4	2326.863037
7301.2	2231.483398
7302	2252.541016
7302.8	2271
7303.6	2231.210938
7304.4	2187.852295
7305.2	2262.068604
7306	2245.341309
7306.8	2316.560547
7307.6	2374.618896
7308.4	2394.22876
7309.2	2243.103516
7310	2196.794189
7310.8	2287.453125
7311.6	2379.75293
7312.4	2384.276123
7313.2	2413.760986
7314	2458.594482
7314.8	2602.74707
7315.6	2497.237305
7316.4	2441.501953
7317.2	2525.381104
7318	2434.079346
7318.8	2371.507324
7319.6	2476.897217
7320.4	2623.723877
7321.2	2616.28833
7322	2713.019043
7322.8	2691.008789
7323.6	2650.693115
7324.4	2554.062012
7325.2	2619.924316
7326	2690.300049
7326.8	2694.141846
7327.6	2649.598145
7328.4	2629.467041
7329.2	2683.817871
7330	2713.88208
7330.8	2705.759766
7331.6	2662.399658
7332.4	2700.156006
7333.2	2632.557861
7334	2631.848877
7334.8	2632.570068
7335.6	2671.305176
7336.4	2687.698486
7337.2	2685.029785
7338	2667.658691
7338.8	2621.832031
7339.6	2723.209473
7340.4	2628.197998
7341.2	2662.612793
7342	2567.740723
7342.8	2576.485107
7343.6	2605.820068
7344.4	2515.458496
7345.2	2500.130615
7346	2559.170166
7346.8	2519.763916
7347.6	2565.388672
7348.4	2553.699219
7349.2	2533.187988
7350	2560.384521
7350.8	2612.85498
7351.6	2508.834961
7352.4	2559.725098
7353.2	2471.321289
7354	2505.588135
7354.8	2542.256592
7355.6	2594.133057
7356.4	2613.228027
7357.2	2508.424316
7358	2572.878174
7358.8	2656.412354
7359.6	2527.353027
7360.4	2440.887695
7361.2	2471.909668
7362	2489.253662
7362.8	2505.545654
7363.6	2501.312012
7364.4	2520.320801
7365.2	2519.859863
7366	2594.727295
7366.8	2579.630615
7367.6	2615.755615
7368.4	2640.791748
7369.2	2545.774902
7370	2598.289551
7370.8	2657.604492
7371.6	2631.516113
7372.4	2633.226074
7373.2	2619.688477
7374	2656.45459
7374.8	2808.789062
7375.6	2818.458496
7376.4	2827.426758
7377.2	2854.603271
7378	2924.61377
7378.8	2808.608154
7379.6	2769.839111
7380.4	2784.556152
7381.2	2730.806641
7382	2830.530762
7382.8	2760.550781
7383.6	2755.348389
7384.4	2680.833496
7385.2	2722.475098
7386	2646.610352
7386.8	2682.955322
7387.6	2604.931885
7388.4	2639.198975
7389.2	2724.062988
7390	2705.648438
7390.8	2741.748535
7391.6	2582.160156
7392.4	2600.188965
7393.2	2714.821777
7394	2637.578613
7394.8	2658.44751
7395.6	2653.762207
7396.4	2666.105469
7397.2	2659.009033
7398	2538.489014
7398.8	2671.273438
7399.6	2686.563232
7400.4	2687.446533
7401.2	2647.35498
7402	2791.975586
7402.8	2734.254395
7403.6	2728.629395
7404.4	2660.608887
7405.2	2700.875
7406	2689.012207
7406.8	2680.371338
7407.6	2571.709229
7408.4	2596.462402
7409.2	2622.386719
7410	2689.450928
7410.8	2722.67749
7411.6	2588.340576
7412.4	2624.518066
7413.2	2544.760742
7414	2526.425293
7414.8	2610.100098
7415.6	2716.608398
7416.4	2683.904785
7417.2	2563.894531
7418	2615.78833
7418.8	2652.491211
7419.6	2571.694092
7420.4	2536.967529
7421.2	2490.695312
7422	2533.687744
7422.8	2589.289551
7423.6	2645.980469
7424.4	2733.285645
7425.2	2753.400146
7426	2798.390137
7426.8	2842.184082
7427.6	2872.097168
7428.4	2838.183105
7429.2	2819.187256
7430	2919.607422
7430.8	2963.196289
7431.6	2945.453369
7432.4	2911.803467
7433.2	2784.422607
7434	2756.244873
7434.8	2679.244141
7435.6	2567.258301
7436.4	2593.148926
7437.2	2586.889893
7438	2557.827637
7438.8	2536.240479
7439.6	2607.776611
7440.4	2652.880615
7441.2	2612.662109
7442	2782.028076
7442.8	2666.122803
7443.6	2664.900635
7444.4	2678.681641
7445.2	2850.332275
7446	2784.732422
7446.8	2787.22998
7447.6	2781.590088
7448.4	2841.03833
7449.2	2824.805176
7450	2833.120361
7450.8	2795.908447
7451.6	2789.833984
7452.4	2836.681152
7453.2	2819.928711
7454	2790.411865
7454.8	2815.770508
7455.6	2823.498779
7456.4	2809.554443
7457.2	2830.76709
7458	2809.239258
7458.8	2826.659668
7459.6	2795.346924
7460.4	2709.544678
7461.2	2638.324707
7462	2690.366699
7462.8	2695.438477
7463.6	2720.214111
7464.4	2649.962402
7465.2	2580.905518
7466	2669.079346
7466.8	2638.428223
7467.6	2682.684814
7468.4	2646.188721
7469.2	2633.833008
7470	2654.77417
7470.8	2598.68042
7471.6	2599.503662
7472.4	2734.02832
7473.2	2625.668701
7474	2642.654297
7474.8	2656.77124
7475.6	2628.043945
7476.4	2653.166504
7477.2	2703.324463
7478	2644.630859
7478.8	2521.989502
7479.6	2579.362549
7480.4	2586.900635
7481.2	2601.272949
7482	2677.93457
7482.8	2775.273438
7483.6	2726.022461
7484.4	2741.020752
7485.2	2773.605225
7486	2668.296143
7486.8	2689.066162
7487.6	2645.408936
7488.4	2604.69873
7489.2	2554.874756
7490	2493.961426
7490.8	2514.897461
7491.6	2438.712158
7492.4	2392.59375
7493.2	2340.250977
7494	2446.675293
7494.8	2519.322266
7495.6	2547.592773
7496.4	2533.993896
7497.2	2530.498535
7498	2557.25415
7498.8	2474.122559
7499.6	2549.758789
7500.4	2528.126953
