Stellar Spectroscopy - HD 350350	
	
Date of Observation:	7/23/2010
Star Observed:	HD 350350
Spectral Class:	F1
	
Wavelength (A)	Intensity (Counts)
7238	1313.560181
7238.8	1339.153076
7239.6	1270.447632
7240.4	1125.000732
7241.2	1008.591736
7242	1191.680054
7242.8	1267.276001
7243.6	1114.824951
7244.4	1051.420776
7245.2	1190.856323
7246	1189.425659
7246.8	1216.466675
7247.6	1186.481567
7248.4	1256.418823
7249.2	1231.415894
7250	1244.238281
7250.8	1220.425171
7251.6	1225.000488
7252.4	1080.362793
7253.2	964.340698
7254	998.907715
7254.8	1154.953857
7255.6	1291.571899
7256.4	1274.558228
7257.2	1251.980347
7258	1146.863403
7258.8	1241.213989
7259.6	1340.379883
7260.4	1246.736084
7261.2	1214.532104
7262	1263.768555
7262.8	1282.308105
7263.6	1250.401001
7264.4	1183.76416
7265.2	1096.464233
7266	1084.578369
7266.8	1229.199463
7267.6	1331.965332
7268.4	1300.604004
7269.2	1362.296265
7270	1219.810669
7270.8	1248.348389
7271.6	1295.552612
7272.4	1245.801758
7273.2	1137.033569
7274	1085.54248
7274.8	1247.937378
7275.6	1169.649414
7276.4	1152.883179
7277.2	1094.932983
7278	1040.557373
7278.8	1194.877075
7279.6	1276.894043
7280.4	1309.808472
7281.2	1283.194824
7282	1289.637085
7282.8	1278.034546
7283.6	1339.588257
7284.4	1348.668701
7285.2	1317.130737
7286	1273.490967
7286.8	1267.861084
7287.6	1118.70459
7288.4	1122.944336
7289.2	1205.875854
7290	1155.93042
7290.8	1064.760376
7291.6	1120.641235
7292.4	1222.717285
7293.2	1193.230835
7294	1236.887329
7294.8	1231.490112
7295.6	1202.914795
7296.4	1302.72876
7297.2	1303.137085
7298	1317.195557
7298.8	1277.120728
7299.6	1307.877197
7300.4	1228.393188
7301.2	1318.21936
7302	1339.496338
7302.8	1205.724731
7303.6	1197.654175
7304.4	1132.700439
7305.2	1224.754883
7306	1309.165771
7306.8	1387.964111
7307.6	1398.70752
7308.4	1348.104858
7309.2	1244.167114
7310	1192.456421
7310.8	1279.903809
7311.6	1330.813354
7312.4	1344.496094
7313.2	1327.744263
7314	1375.362793
7314.8	1372.442627
7315.6	1377.95813
7316.4	1366.449707
7317.2	1362.229858
7318	1313.970337
7318.8	1271.306274
7319.6	1277.397095
7320.4	1423.199707
7321.2	1397.21167
7322	1446.133301
7322.8	1415.467651
7323.6	1429.288818
7324.4	1440.161377
7325.2	1419.797729
7326	1456.146118
7326.8	1373.819702
7327.6	1391.408691
7328.4	1385.768311
7329.2	1459.760132
7330	1457.726929
7330.8	1421.075317
7331.6	1443.451782
7332.4	1458.703857
7333.2	1518.818726
7334	1403.542969
7334.8	1439.106323
7335.6	1477.213745
7336.4	1510.29187
7337.2	1559.039429
7338	1524.365967
7338.8	1511.062134
7339.6	1540.888672
7340.4	1558.547363
7341.2	1561.807129
7342	1591.509155
7342.8	1506.641846
7343.6	1513.269043
7344.4	1445.735107
7345.2	1440.116699
7346	1487.273926
7346.8	1494.718994
7347.6	1435.446899
7348.4	1458.69165
7349.2	1450.279907
7350	1383.599487
7350.8	1352.105835
7351.6	1388.916626
7352.4	1386.160522
7353.2	1366.15564
7354	1375.274414
7354.8	1347.224365
7355.6	1382.376587
7356.4	1353.99292
7357.2	1362.646606
7358	1373.094727
7358.8	1416.714478
7359.6	1465.547241
7360.4	1397.208008
7361.2	1347.35791
7362	1403.681152
7362.8	1469.176636
7363.6	1445.879761
7364.4	1491.374023
7365.2	1482.830566
7366	1474.717529
7366.8	1534.910156
7367.6	1488.771851
7368.4	1523.990601
7369.2	1422.211548
7370	1468.508667
7370.8	1505.769531
7371.6	1475.332153
7372.4	1479.479736
7373.2	1459.2229
7374	1478.138672
7374.8	1466.908813
7375.6	1460.555054
7376.4	1440.551636
7377.2	1433.220093
7378	1405.413086
7378.8	1442.746094
7379.6	1422.449829
7380.4	1470.894531
7381.2	1449.245972
7382	1441.23645
7382.8	1411.434937
7383.6	1501.021851
7384.4	1471.869507
7385.2	1522.456177
7386	1509.838013
7386.8	1507.755371
7387.6	1511.913696
7388.4	1540.706543
7389.2	1597.772827
7390	1616.006958
7390.8	1543.934448
7391.6	1537.740845
7392.4	1558.169434
7393.2	1583.951538
7394	1522.564819
7394.8	1447.674438
7395.6	1412.652344
7396.4	1394.900879
7397.2	1420.703003
7398	1389.315186
7398.8	1467.64563
7399.6	1372.883789
7400.4	1412.308228
7401.2	1417.949341
7402	1413.898071
7402.8	1443.942627
7403.6	1431.575195
7404.4	1494.633789
7405.2	1533.523804
7406	1475.658325
7406.8	1522.151245
7407.6	1550.328979
7408.4	1490.054688
7409.2	1522.034424
7410	1472.726562
7410.8	1448.670776
7411.6	1489.878052
7412.4	1522.770264
7413.2	1551.204346
7414	1545.995117
7414.8	1559.488281
7415.6	1552.870361
7416.4	1570.358643
7417.2	1554.435913
7418	1531.25647
7418.8	1541.161865
7419.6	1554.751099
7420.4	1599.37854
7421.2	1625.377563
7422	1582.151489
7422.8	1579.282715
7423.6	1530.408936
7424.4	1525.283569
7425.2	1504.354614
7426	1512.906738
7426.8	1499.43457
7427.6	1453.451782
7428.4	1497.026733
7429.2	1418.052002
7430	1379.17041
7430.8	1376.424072
7431.6	1350.449829
7432.4	1384.377197
7433.2	1403.412598
7434	1400.989868
7434.8	1411.184692
7435.6	1430.950562
7436.4	1465.557495
7437.2	1535.171875
7438	1487.0625
7438.8	1496.122803
7439.6	1554.036133
7440.4	1534.73999
7441.2	1556.167114
7442	1537.239136
7442.8	1533.794067
7443.6	1562.999756
7444.4	1501.592285
7445.2	1496.370239
7446	1495.802734
7446.8	1486.254761
7447.6	1415.263184
7448.4	1401.601807
7449.2	1397.273193
7450	1348.460571
7450.8	1343.53064
7451.6	1349.932739
7452.4	1343.484863
7453.2	1403.487305
7454	1412.582031
7454.8	1366.462891
7455.6	1373.909912
7456.4	1379.30896
7457.2	1421.75
7458	1403.014038
7458.8	1420.358398
7459.6	1465.785522
7460.4	1438.218994
7461.2	1487.588623
7462	1515.583374
7462.8	1511.737549
7463.6	1438.54126
7464.4	1504.080322
7465.2	1548.432007
7466	1523.405884
7466.8	1573.574219
7467.6	1579.676636
7468.4	1553.222656
7469.2	1592.135132
7470	1574.32312
7470.8	1510.178955
7471.6	1520.027954
7472.4	1558.785156
7473.2	1595.157104
7474	1526.42688
7474.8	1544.796143
7475.6	1560.798096
7476.4	1573.909058
7477.2	1608.08606
7478	1567.704712
7478.8	1624.20752
7479.6	1583.758301
7480.4	1608.561768
7481.2	1554.653687
7482	1606.422485
7482.8	1529.765991
7483.6	1548.869141
7484.4	1574.717529
7485.2	1614.220459
7486	1504.866821
7486.8	1469.472778
7487.6	1505.106201
7488.4	1543.373291
7489.2	1501.420044
7490	1504.926636
7490.8	1528.64563
7491.6	1549.117065
7492.4	1558.940674
7493.2	1564.903809
7494	1599.746094
7494.8	1562.891479
7495.6	1636.512573
7496.4	1589.993774
7497.2	1636.373535
7498	1634.394165
7498.8	1606.918823
7499.6	1667.243164
7500.4	1589.701172
