Stellar Spectroscopy - HD 350350	
	
Date of Observation:	7/23/2010
Star Observed:	HD 350350
Spectral Class:	F1
	
Wavelength (A)	Intensity (Counts)
6566.8	1492.958984
6567.6	1586.62561
6568.4	1609.377563
6569.2	1640.011597
6570	1734.202881
6570.8	1688.845215
6571.6	1730.289062
6572.4	1723.807129
6573.2	1757.123047
6574	1799.723877
6574.8	1827.862305
6575.6	1858.930786
6576.4	1826.944946
6577.2	1855.36853
6578	1902.30481
6578.8	1901.445679
6579.6	1938.302246
6580.4	1876.916504
6581.2	1916.834473
6582	1920.926514
6582.8	1947.030029
6583.6	1932.032349
6584.4	1883.487305
6585.2	1974.227173
6586	1980.664429
6586.8	1961.287964
6587.6	1934.050049
6588.4	1913.343994
6589.2	1924.217529
6590	1927.163086
6590.8	1944.228271
6591.6	1971.573242
6592.4	1957.149902
6593.2	1936.028809
6594	1932.336792
6594.8	1927.950684
6595.6	1998.874146
6596.4	2024.848022
6597.2	2048.045166
6598	1935.713867
6598.8	2000.603271
6599.6	2008.85498
6600.4	2023.937988
6601.2	2000.367188
6602	2036.482544
6602.8	1978.051147
6603.6	2005.294434
6604.4	2024.999268
6605.2	1986.869141
6606	1977.12085
6606.8	1922.124512
6607.6	1880.140991
6608.4	1959.718384
6609.2	2006.890625
6610	2003.270996
6610.8	1951.641235
6611.6	2005.199097
6612.4	2038.04187
6613.2	2062.399902
6614	2000.020386
6614.8	2060.078857
6615.6	2052.632812
6616.4	2119.057129
6617.2	2091.787598
6618	2073.099365
6618.8	2047.731079
6619.6	2103.699951
6620.4	2069.687012
6621.2	2058.471191
6622	2036.579102
6622.8	1967.204956
6623.6	2005.717529
6624.4	2075.543457
6625.2	1967.817139
6626	2041.429565
6626.8	2101.553467
6627.6	2004.990112
6628.4	2034.669434
6629.2	2067.66626
6630	2028.260864
6630.8	2098.12085
6631.6	1981.004028
6632.4	2108.769531
6633.2	2069.359375
6634	2033.050049
6634.8	2086.874268
6635.6	2083.09375
6636.4	2066.972656
6637.2	2061.063232
6638	2099.972412
6638.8	2063.37085
6639.6	2029.501465
6640.4	2090.887207
6641.2	2000.054321
6642	2066.132324
6642.8	2000.032959
6643.6	1985.129639
6644.4	2101.465576
6645.2	2076.951172
6646	2115.29126
6646.8	2026.32605
6647.6	2043.18811
6648.4	1977.454346
6649.2	2049.760254
6650	2057.406494
6650.8	2017.765137
6651.6	2029.699341
6652.4	2110.361572
6653.2	2226.145508
6654	2084.316162
6654.8	2049.505859
6655.6	2140.063232
6656.4	2120.140869
6657.2	2101.111572
6658	2069.446045
6658.8	2092.679932
6659.6	2071.51123
6660.4	2037.000854
6661.2	2002.417847
6662	2101.937012
6662.8	2109.385986
6663.6	2083.955811
6664.4	2032.251587
6665.2	2071.713379
6666	2109.993896
6666.8	2130.421387
6667.6	2207.761475
6668.4	2171.94043
6669.2	2053.552734
6670	2148.834717
6670.8	2057.125488
6671.6	2071.916748
6672.4	2038.09668
6673.2	2092.724365
6674	2072.518311
6674.8	2173.11084
6675.6	2133.986084
6676.4	2163.420898
6677.2	2164.260254
6678	2100.942139
6678.8	2034.637817
6679.6	2030.379272
6680.4	2100.651611
6681.2	2082.873047
6682	2109.895752
6682.8	2083.428223
6683.6	2094.657227
6684.4	2033.628784
6685.2	2093.811768
6686	2072.065674
6686.8	2038.766113
6687.6	2087.701172
6688.4	2073.860107
6689.2	2080.67041
6690	2028.677246
6690.8	2099.561523
6691.6	2058.610107
6692.4	1986.868042
6693.2	2010.877563
6694	1980.676147
6694.8	2016.121216
6695.6	2087.606445
6696.4	2035.055908
6697.2	2017.986206
6698	1984.605713
6698.8	2079.202148
6699.6	2052.681885
6700.4	2127.300537
6701.2	2075.514404
6702	2064.563232
6702.8	2067.285889
6703.6	2133.592773
6704.4	2128.901611
6705.2	2102.47876
6706	2111.546387
6706.8	2115.091553
6707.6	2096.077637
6708.4	2175.503418
6709.2	2163.865723
6710	2144.640137
6710.8	2138.95459
6711.6	2173.755615
6712.4	2164.125244
6713.2	2150.752686
6714	2173.678467
6714.8	2118.37085
6715.6	2144.175781
6716.4	2107.544434
6717.2	2035.62439
6718	2042.610962
6718.8	2034.111816
6719.6	2044.566284
6720.4	2116.490967
6721.2	2070.636963
6722	2045.673706
6722.8	2064.650391
6723.6	2095.599854
6724.4	2086.766113
6725.2	2123.871094
6726	2056.982666
6726.8	2083.608643
6727.6	2110.739502
6728.4	2117.650146
6729.2	2143.693848
6730	2110.333008
6730.8	2074.428955
6731.6	2146.978271
6732.4	2079.102295
6733.2	2109.487061
6734	2021.616577
6734.8	2109.807861
6735.6	2089.731201
6736.4	2092.532959
6737.2	2134.032227
6738	2128.67041
6738.8	2071.732666
6739.6	2147.179688
6740.4	2070.406006
6741.2	2049.155029
6742	2106.179199
6742.8	2104.900146
6743.6	2054.573486
6744.4	2123.70166
6745.2	2095.827881
6746	2092.712158
6746.8	2109.457031
6747.6	2146.46875
6748.4	2057.400391
6749.2	2055.125244
6750	2099.633057
6750.8	2047.127197
6751.6	2049.439941
6752.4	2030.899414
6753.2	2024.062622
6754	2062.3479
6754.8	2034.140015
6755.6	2001.982544
6756.4	2019.629639
6757.2	1962.138794
6758	1923.685913
6758.8	2037.860718
6759.6	2055.24292
6760.4	2016.480347
6761.2	2001.230103
6762	1978.020142
6762.8	2066.659424
6763.6	1956.174438
6764.4	1985.057617
6765.2	2010.225098
6766	2021.98999
6766.8	2004.326538
6767.6	2026.965088
6768.4	2070.18042
6769.2	2042.042603
6770	2105.719727
6770.8	2093.30249
6771.6	2074.411621
6772.4	2042.488647
6773.2	2035.137085
6774	2041.495117
6774.8	2041.959106
6775.6	1986.960571
6776.4	2111.880859
6777.2	1975.852417
6778	2055.057861
6778.8	2035.905273
6779.6	2097.826172
6780.4	2081.235107
6781.2	2099.997314
6782	2092.558105
6782.8	2094.282471
6783.6	2075.488525
6784.4	2086.418945
6785.2	2102.739014
6786	2052.329102
6786.8	2113.999756
6787.6	2135.956787
6788.4	2086.227539
6789.2	2033.11853
6790	2062.914307
6790.8	2008.244507
6791.6	2079.529297
6792.4	2022.88501
6793.2	2097.139404
6794	2055.14502
6794.8	2015.450684
6795.6	2026.842896
6796.4	2088.866211
6797.2	2097.453857
6798	2068.908447
6798.8	2018.618652
6799.6	2048.761963
6800.4	2068.048584
6801.2	2096.858887
6802	2092.303711
6802.8	2051.373535
6803.6	2159.934082
6804.4	2079.106689
6805.2	2041.44873
6806	1967.479492
6806.8	2035.115601
6807.6	2087.230957
6808.4	2080.427246
6809.2	2026.814209
6810	1998.388428
6810.8	1958.593262
6811.6	2001.378052
6812.4	2035.422974
6813.2	2030.684326
6814	2006.068115
6814.8	2011.023193
6815.6	2089.007324
6816.4	2105.719727
6817.2	2075.789795
6818	2092.607178
6818.8	2120.821777
6819.6	2126.029785
6820.4	2097.803711
6821.2	2130.381836
6822	2011.783936
6822.8	2105.298096
6823.6	2079.431641
6824.4	2113.11499
6825.2	2058.363037
6826	2030.558228
6826.8	2071.505859
6827.6	1974.590576
6828.4	1866.481934
6829.2	1972.650146
6830	1949.095825
6830.8	1952.519287
6831.6	1980.998535
6832.4	1965.590088
6833.2	1962.969849
6834	1971.364014
6834.8	2019.467773
6835.6	2043.366577
6836.4	2014.343506
6837.2	2030.906128
6838	2016.242798
6838.8	1946.044312
6839.6	1976.889893
6840.4	1912.119263
6841.2	1914.088867
6842	1916.187622
6842.8	1869.071045
6843.6	1907.60022
6844.4	1903.807129
6845.2	1955.042114
6846	1994.91394
6846.8	1945.393311
6847.6	1973.543091
6848.4	2010.829956
6849.2	2030.114502
6850	2022.381104
6850.8	1975.190186
6851.6	2019.537231
6852.4	2098.241699
6853.2	2079.874268
6854	2055.615479
6854.8	2035.009644
6855.6	2085.434326
6856.4	2056.036133
6857.2	1996.280762
6858	2034.773682
6858.8	1991.566284
6859.6	2031.059082
6860.4	2024.204346
6861.2	2008.172607
6862	1965.474365
6862.8	1968.457886
6863.6	2014.945679
6864.4	1924.022339
6865.2	1943.963867
6866	1953.417236
6866.8	1802.510254
6867.6	1445.808838
6868.4	1142.470947
6869.2	1098.4021
6870	1237.951538
6870.8	1312.070435
6871.6	1299.65918
6872.4	1412.942749
6873.2	1339.107178
6874	1402.102539
6874.8	1437.567383
6875.6	1501.414917
6876.4	1560.650879
6877.2	1611.252197
6878	1684.471313
6878.8	1773.966919
6879.6	1731.936157
6880.4	1803.66394
6881.2	1962.081543
6882	2006.859985
6882.8	1984.367432
6883.6	1824.150757
6884.4	1823.642578
6885.2	1935.839844
6886	1726.312378
6886.8	1610.335083
6887.6	1781.459717
6888.4	1882.140503
6889.2	1713.370605
6890	1607.846436
6890.8	1860.006714
6891.6	1975.38501
6892.4	1706.061401
6893.2	1631.495239
6894	1705.202393
6894.8	1914.074097
6895.6	1869.733276
6896.4	1666.56311
6897.2	1668.061523
6898	1830.607422
6898.8	2008.769775
6899.6	1902.699829
6900.4	1631.359497
6901.2	1631.497681
6902	1874.619995
6902.8	1981.351318
6903.6	1873.572876
6904.4	1708.696777
6905.2	1628.931641
6906	1781.037109
6906.8	1938.955933
6907.6	1944.015259
6908.4	1806.887329
6909.2	1625.506714
6910	1738.733032
6910.8	1904.605591
6911.6	1955.788086
6912.4	1909.450562
6913.2	1863.796753
6914	1668.825073
6914.8	1746.051514
6915.6	1854.438477
6916.4	1947.095215
6917.2	1862.855469
6918	1789.898804
6918.8	1732.015137
6919.6	1821.134888
6920.4	1880.378662
6921.2	1863.049072
6922	1958.702271
6922.8	1873.988037
6923.6	1827.032959
6924.4	1827.384521
6925.2	1997.779541
6926	2012.049927
6926.8	1937.368164
6927.6	2001.170654
6928.4	1977.691406
6929.2	1867.703735
6930	1845.843262
6930.8	1881.481567
6931.6	1989.185791
6932.4	1981.418823
6933.2	1909.391602
6934	1908.346191
6934.8	1860.615845
6935.6	1893.173462
6936.4	1981.4552
6937.2	1997.979736
6938	1872.610474
6938.8	1874.546753
6939.6	1900.055908
6940.4	1851.768311
6941.2	1902.919678
6942	1915.516113
6942.8	1866.016479
6943.6	1879.079712
6944.4	1850.717773
6945.2	1986.009766
6946	1978.022705
6946.8	1961.376099
6947.6	1874.084839
6948.4	1854.894775
6949.2	1965.615845
6950	1905.299316
6950.8	1944.158691
6951.6	1980.302856
6952.4	1925.204346
6953.2	1942.009766
6954	1931.136841
6954.8	1958.422241
6955.6	1895.053223
6956.4	1814.733276
6957.2	1815.057251
6958	1903.982422
6958.8	1999.414307
6959.6	1866.126343
6960.4	1933.800537
6961.2	1811.669678
6962	1829.715698
6962.8	1942.513672
6963.6	1929.311401
6964.4	1936.170166
6965.2	1938.771118
6966	1909.51709
6966.8	1929.956055
6967.6	2003.930664
6968.4	1977.624634
6969.2	1985.197388
6970	1927.63623
6970.8	1942.311768
6971.6	1899.698486
6972.4	1951.165405
6973.2	1981.613281
6974	1973.845581
6974.8	1952.35498
6975.6	1966.658691
6976.4	1999.282959
6977.2	1941.313965
6978	1924.450562
6978.8	1945.020752
6979.6	1920.866943
6980.4	1891.901489
6981.2	2037.756348
6982	1946.763794
6982.8	1900.056885
6983.6	1890.742798
6984.4	1941.975342
6985.2	1919.944702
6986	1868.658569
6986.8	1886.748657
6987.6	1887.768921
6988.4	1967.276123
6989.2	1847.651611
6990	1949.101318
6990.8	1940.303101
6991.6	1937.991821
6992.4	2024.565918
6993.2	1944.590698
6994	1969.383545
6994.8	1961.59436
6995.6	1996.013428
6996.4	1971.251465
6997.2	1996.155518
6998	1994.845215
6998.8	1859.434204
6999.6	1806.830322
7000.4	1949.960938
7001.2	1900.459839
7002	1905.316528
7002.8	1864.836304
7003.6	1884.653687
7004.4	1798.502563
7005.2	1799.189087
7006	1811.05481
7006.8	1785.630859
7007.6	1844.995483
7008.4	1865.954712
7009.2	1960.548218
7010	1887.553711
7010.8	1901.567261
7011.6	1817.060425
7012.4	1990.008179
7013.2	1959.962524
7014	1917.600586
7014.8	1936.842041
7015.6	1858.75415
7016.4	1769.816528
7017.2	1819.547241
7018	1864.352661
7018.8	1900.612549
7019.6	1888.66272
7020.4	1967.730835
7021.2	1968.202637
7022	1947.748657
7022.8	1868.615234
7023.6	1864.762451
7024.4	1902.857422
7025.2	1898.937378
7026	1915.027832
7026.8	1919.094604
7027.6	1866.665039
7028.4	1853.590698
7029.2	1942.617798
7030	1964.50708
7030.8	1937.853271
7031.6	1959.757324
7032.4	1952.995483
7033.2	1947.630249
7034	1902.94043
7034.8	1947.689087
7035.6	1942.612671
7036.4	1874.324829
7037.2	1895.730103
7038	1826.254761
7038.8	1854.563354
7039.6	1886.051636
7040.4	1814.656006
7041.2	1806.113647
7042	1890.931885
7042.8	1842.021973
7043.6	1861.64502
7044.4	1871.989624
7045.2	1848.325195
7046	1883.792969
7046.8	1913.273193
7047.6	1863.736084
7048.4	1862.087524
7049.2	1916.314575
7050	1868.832031
7050.8	1845.610596
7051.6	1842.370605
7052.4	1883.624268
7053.2	1855.432983
7054	1873.280029
7054.8	1937.157837
7055.6	1960.849121
7056.4	1845.188354
7057.2	1950.513916
7058	1878.480469
7058.8	1861.603638
7059.6	1899.802368
7060.4	1891.255859
7061.2	1822.246582
7062	1810.685547
7062.8	1783.333008
7063.6	1805.330688
7064.4	1819.089966
7065.2	1776.168823
7066	1818.508179
7066.8	1877.760986
7067.6	1898.371826
7068.4	1922.946899
7069.2	1995.660767
7070	2022.085083
7070.8	1995.852905
7071.6	1993.210327
7072.4	2071.056396
7073.2	2007.024048
7074	2033.14563
7074.8	1992.48938
7075.6	1985.267334
7076.4	1909.360474
7077.2	1909.388794
7078	1902.371948
7078.8	1912.226074
7079.6	1892.779663
7080.4	1885.293701
7081.2	1883.923218
7082	1999.788818
7082.8	1965.0271
7083.6	1926.295776
7084.4	1953.662109
7085.2	1986.827881
7086	1947.094116
7086.8	1973.079468
7087.6	1964.18335
7088.4	1870.232666
7089.2	1922.531494
7090	1933.189087
7090.8	1906.94397
7091.6	1882.196167
7092.4	1893.842163
7093.2	1814.708252
7094	1852.681274
7094.8	1799.243896
7095.6	1853.247925
7096.4	1852.0896
7097.2	1790.682007
7098	1744.082031
7098.8	1776.812866
7099.6	1726.791626
7100.4	1767.179688
7101.2	1747.461914
7102	1744.810669
7102.8	1789.451172
7103.6	1788.354736
7104.4	1724.425537
7105.2	1790.140869
7106	1842.001465
7106.8	1807.67688
7107.6	1782.341431
7108.4	1826.556152
7109.2	1870.613525
7110	1821.141357
7110.8	1769.830566
7111.6	1795.927612
7112.4	1796.05896
7113.2	1798.671387
7114	1771.037964
7114.8	1689.928589
7115.6	1731.342407
7116.4	1733.308105
7117.2	1668.750366
7118	1706.692139
7118.8	1753.370972
7119.6	1789.022095
7120.4	1796.6604
7121.2	1851.560181
7122	1901.087524
7122.8	1891.285278
7123.6	1974.723022
7124.4	1909.418579
7125.2	1815.81311
7126	1838.610596
7126.8	1822.024048
7127.6	1763.616211
7128.4	1788.121216
7129.2	1721.537109
7130	1713.854858
7130.8	1707.575806
7131.6	1698.99292
7132.4	1729.474243
7133.2	1714.451294
7134	1734.166992
7134.8	1757.171875
7135.6	1755.091309
7136.4	1780.955444
7137.2	1767.98645
7138	1689.997803
7138.8	1763.844604
7139.6	1849.969116
7140.4	1794.631226
7141.2	1799.745728
7142	1822.660034
7142.8	1823.6521
7143.6	1842.914429
7144.4	1837.879517
7145.2	1898.828125
7146	1883.116943
7146.8	1864.281128
7147.6	1767.161865
7148.4	1801.198364
7149.2	1793.482178
7150	1801.453613
7150.8	1741.790894
7151.6	1851.041016
7152.4	1851.07373
7153.2	1815.605469
7154	1814.977173
7154.8	1808.778931
7155.6	1782.438232
7156.4	1754.55481
7157.2	1772.984131
7158	1733.506226
7158.8	1711.714844
7159.6	1687.077759
7160.4	1757.833374
7161.2	1719.452271
7162	1713.050293
7162.8	1643.950562
7163.6	1669.183716
7164.4	1577.006714
7165.2	1593.572388
7166	1570.431396
7166.8	1488.762817
7167.6	1423.102051
7168.4	1407.287964
7169.2	1480.398315
7170	1469.979614
7170.8	1495.61438
7171.6	1453.047363
7172.4	1437.722168
7173.2	1315.976807
7174	1274.305786
7174.8	1394.117798
7175.6	1530.674072
7176.4	1433.493408
7177.2	1301.831055
7178	1223.26355
7178.8	1374.781494
7179.6	1480.753784
7180.4	1449.272827
7181.2	1397.320923
7182	1249.884399
7182.8	1369.603149
7183.6	1398.148438
7184.4	1301.869995
7185.2	1129.01355
7186	1241.322266
7186.8	1073.098145
7187.6	1029.697754
7188.4	1255.677979
7189.2	1395.192383
7190	1475.396729
7190.8	1417.445068
7191.6	1230.804565
7192.4	1196.779541
7193.2	1315.178345
7194	1215.15686
7194.8	1320.029419
7195.6	1362.569702
7196.4	1352.776123
7197.2	1355.052124
7198	1285.65625
7198.8	1296.400513
7199.6	1386.808838
7200.4	1287.43811
7201.2	1057.118408
7202	1191.976807
7202.8	1305.469482
7203.6	1320.69165
7204.4	1128.877319
7205.2	1150.699829
7206	1286.403442
7206.8	1152.437256
7207.6	1246.150513
7208.4	1304.33606
7209.2	1303.784912
7210	1216.204956
7210.8	1229.024658
7211.6	1300.763428
7212.4	1364.476929
7213.2	1358.341431
7214	1367.392212
7214.8	1406.081543
7215.6	1297.676636
7216.4	1280.81189
7217.2	1283.233765
7218	1324.721313
7218.8	1341.471924
7219.6	1363.621704
7220.4	1391.659302
7221.2	1392.994263
7222	1384.880981
7222.8	1327.420898
7223.6	1274.366821
7224.4	1161.70459
7225.2	1349.303101
7226	1343.903198
7226.8	1338.678589
7227.6	1305.656006
7228.4	1278.584229
7229.2	1315.422363
7230	1391.800781
7230.8	1350.829712
7231.6	1279.095093
7232.4	1225.547974
7233.2	1116.747192
7234	1108.240234
7234.8	1115.049438
7235.6	1045.682617
7236.4	1125.128418
7237.2	1219.743774
