Stellar Spectroscopy - BD+00 4814	
	
Date of Observation:	8/3/2010
Star Observed:	BD+00 4814
Spectral Class:	M0
	
Wavelength (A)	Intensity (Counts)
7225.2	5762.649902
7226	5866.745605
7226.8	5671.823242
7227.6	5560.194824
7228.4	5448.736328
7229.2	5410.522461
7230	5740.913574
7230.8	5866.024414
7231.6	5645.154785
7232.4	5176.066895
7233.2	4741.209961
7234	4834.660156
7234.8	4750.729492
7235.6	4987.42627
7236.4	5240.54834
7237.2	5296.125977
7238	5878.80957
7238.8	5939.99707
7239.6	5750.291504
7240.4	4918.994141
7241.2	4769.457031
7242	5806.027344
7242.8	5913.724609
7243.6	5127.943359
7244.4	4906.280762
7245.2	5182.430176
7246	5500.986328
7246.8	5879.885742
7247.6	6129.546387
7248.4	6558.290527
7249.2	6401.602051
7250	6122.332031
7250.8	6086.286133
7251.6	5652.334961
7252.4	4720.290039
7253.2	4401.418457
7254	4734.35498
7254.8	5548.559082
7255.6	6147.693359
7256.4	6261.79248
7257.2	6149.685547
7258	5784.684082
7258.8	5815.945312
7259.6	6070.069824
7260.4	5894.088867
7261.2	5461.491211
7262	5122.97168
7262.8	5680.100586
7263.6	5875.517578
7264.4	5536.293457
7265.2	5157.437012
7266	5149.708008
7266.8	5564.293945
7267.6	6222.220703
7268.4	6570.263672
7269.2	6284.411621
7270	6012.979492
7270.8	5961.982422
7271.6	6029.41748
7272.4	5927.041504
7273.2	5627.727539
7274	5859.342285
7274.8	6340.172363
7275.6	6294.405762
7276.4	6135.062988
7277.2	5615.210449
7278	5420.637207
7278.8	5901.11377
7279.6	6361.975586
7280.4	6477.13623
7281.2	6140.661133
7282	5993.087891
7282.8	6077.438965
7283.6	6242.996582
7284.4	6361.77832
7285.2	6300.363281
7286	6537.720215
7286.8	6620.42334
7287.6	5956.969238
7288.4	5676.756348
7289.2	5932.73584
7290	5863.905762
7290.8	5297.877441
7291.6	5116.489258
7292.4	5699.903809
7293.2	6091.241699
7294	6585.307617
7294.8	6617.947754
7295.6	6597.71875
7296.4	7160.215332
7297.2	7497.486816
7298	7376.288086
7298.8	7181.075195
7299.6	6720.620605
7300.4	6434.210449
7301.2	6808.809082
7302	7214.637207
7302.8	6723.428711
7303.6	6271.065918
7304.4	6281.036621
7305.2	7095.263184
7306	7628.533691
7306.8	7352.277344
7307.6	7587.090332
7308.4	7385.885254
7309.2	7020.975586
7310	7218.147949
7310.8	7256.030762
7311.6	7120.282227
7312.4	7282.111816
7313.2	7402.641602
7314	7644.92041
7314.8	7937.556152
7315.6	7448.289551
7316.4	7000.178223
7317.2	7056.116211
7318	6877.82373
7318.8	6624.844727
7319.6	7642.732422
7320.4	8137.648438
7321.2	7969.572266
7322	8176.477539
7322.8	8278.4375
7323.6	7790.295898
7324.4	7477.804199
7325.2	7799.001465
7326	7687.818359
7326.8	7251.48877
7327.6	7713.319824
7328.4	8382.15625
7329.2	8304.038086
7330	8128.936523
7330.8	7680.253418
7331.6	7350.562988
7332.4	7281.505859
7333.2	7176.60498
7334	7246.741699
7334.8	7699.225098
7335.6	7890.379883
7336.4	8220.27832
7337.2	8659.128906
7338	8722.222656
7338.8	8730.067383
7339.6	8756.331055
7340.4	8947.93457
7341.2	8935.405273
7342	8691.46875
7342.8	8585.603516
7343.6	8171.642578
7344.4	6944.361816
7345.2	6848.07373
7346	7612.594238
7346.8	7914.151367
7347.6	7886.898438
7348.4	7802.83252
7349.2	7792.191895
7350	7739.287598
7350.8	7695.894531
7351.6	7684.607422
7352.4	7911.692383
7353.2	8078.700195
7354	8099.168945
7354.8	7995.060547
7355.6	7709.844238
7356.4	7245.211426
7357.2	7331.913086
7358	7575.764648
7358.8	8656.120117
7359.6	9309.041016
7360.4	9162.929688
7361.2	8682.588867
7362	8162.023438
7362.8	7964.081055
7363.6	8067.70752
7364.4	7891.895508
7365.2	8597.950195
7366	8911.933594
7366.8	8543.972656
7367.6	8817.987305
7368.4	9293.697266
7369.2	8943.310547
7370	8833.214844
7370.8	9024.55957
7371.6	9271.28418
7372.4	9385.682617
7373.2	9167.293945
7374	8934.811523
7374.8	8842.979492
7375.6	8921.726562
7376.4	8639.737305
7377.2	8534.335938
7378	8448.658203
7378.8	8784.071289
7379.6	8869.905273
7380.4	8978.632812
7381.2	8670.147461
7382	8229.393555
7382.8	7923.193848
7383.6	7893.936523
7384.4	8052.259277
7385.2	8146.210938
7386	7926.801758
7386.8	8049.544922
7387.6	8318.237305
7388.4	8406.853516
7389.2	8025.883301
7390	7658.124512
7390.8	7813.432617
7391.6	7960.992188
7392.4	8345.258789
7393.2	8553.285156
7394	8683.319336
7394.8	8839.81543
7395.6	9080.799805
7396.4	9120.855469
7397.2	9100.384766
7398	9047.861328
7398.8	9207.780273
7399.6	8997.767578
7400.4	8626.322266
7401.2	8726.495117
7402	9187.118164
7402.8	9508.675781
7403.6	9814.181641
7404.4	9876.027344
7405.2	9761.206055
7406	9515.251953
7406.8	9433.680664
7407.6	9638.350586
7408.4	9439.756836
7409.2	9040.710938
7410	9112.893555
7410.8	9069.675781
7411.6	9066.890625
7412.4	9328.267578
7413.2	9676.138672
7414	9280.875977
7414.8	8707.475586
7415.6	8721.321289
7416.4	8965.455078
7417.2	8912.826172
7418	8949.048828
7418.8	9310.419922
7419.6	9568.299805
7420.4	9781.336914
7421.2	9887.795898
7422	9677.463867
7422.8	8945.868164
7423.6	8935.748047
7424.4	8859.958984
7425.2	9168.776367
7426	9670.897461
7426.8	9910.875
7427.6	9801.167969
7428.4	9816.228516
7429.2	9758.223633
7430	9420.333984
7430.8	8733.710938
7431.6	8358.172852
7432.4	8148.21875
7433.2	8004.544434
7434	8430.494141
7434.8	8780.662109
7435.6	8798.810547
7436.4	8832.013672
7437.2	9128.013672
7438	9281.404297
7438.8	9471.615234
7439.6	9388.505859
7440.4	8835.499023
7441.2	9026.166016
7442	9476.408203
7442.8	9678.023438
7443.6	9733.267578
7444.4	10073.47461
7445.2	9905.568359
7446	9404.59375
7446.8	9543.344727
7447.6	9871.660156
7448.4	9842.833008
7449.2	9913.361328
7450	9547.544922
7450.8	9426.293945
7451.6	9264.700195
7452.4	9075.623047
7453.2	9155.585938
7454	9102.272461
7454.8	8918.06543
7455.6	8946.683594
7456.4	8620.018555
7457.2	8174.039551
7458	8447.203125
7458.8	8778.722656
7459.6	8989.649414
7460.4	9009.305664
7461.2	8890.834961
7462	8145.88623
7462.8	8064.791992
7463.6	8429.049805
7464.4	8648.719727
7465.2	8885.00293
7466	9096.858398
7466.8	9161.174805
7467.6	9236.114258
7468.4	9316.984375
7469.2	9095.05957
7470	8615.236328
7470.8	8609.250977
7471.6	8543.905273
7472.4	8829.99707
7473.2	9185.881836
7474	8914.768555
7474.8	8947.198242
7475.6	8731.827148
7476.4	8851.416016
7477.2	9119.94043
7478	9267.31543
7478.8	9107.28418
7479.6	9095.024414
7480.4	9235.738281
7481.2	9188.753906
7482	8971.414062
7482.8	8812.985352
7483.6	8968.96582
7484.4	9051.472656
7485.2	8908.263672
7486	9121.732422
7486.8	9308.442383
7487.6	9335.785156
7488.4	9379.985352
7489.2	8940.141602
7490	8543.265625
7490.8	8557.699219
7491.6	8524.130859
7492.4	8594.78125
7493.2	9150.578125
7494	9004.530273
7494.8	8308.367188
7495.6	8057.671875
7496.4	8285.425781
7497.2	8937.494141
7498	9180.991211
7498.8	9159.125977
7499.6	9069.008789
7500.4	9105.355469
